128035
128035
Sensor initialized!
data_begin
time_ms , raw_val , point_flow , avg_flow
561117 , 240 , 0.00 , 0.00
561145 , 240 , 0.00 , 0.00
561175 , 240 , 0.00 , 0.00
561204 , 240 , 0.00 , 0.00
561232 , 240 , 0.00 , 0.00
561262 , 240 , 0.00 , 0.00
561291 , 240 , 0.00 , 0.00
561320 , 240 , 0.00 , 0.00
561349 , 240 , 0.00 , 0.00
561379 , 240 , 0.00 , 0.00
561408 , 240 , 0.00 , 0.00
561437 , 240 , 0.00 , 0.00
561466 , 240 , 0.00 , 0.00
561495 , 240 , 0.00 , 0.00
561524 , 240 , 0.00 , 0.00
561553 , 240 , 0.00 , 0.00
561583 , 240 , 0.00 , 0.00
561611 , 240 , 0.00 , 0.00
561641 , 240 , 0.00 , 0.00
561670 , 240 , 0.00 , 0.00
561698 , 240 , 0.00 , 0.00
561728 , 240 , 0.00 , 0.00
561757 , 240 , 0.00 , 0.00
561786 , 240 , 0.00 , 0.00
561815 , 240 , 0.00 , 0.00
561845 , 240 , 0.00 , 0.00
561873 , 240 , 0.00 , 0.00
561903 , 240 , 0.00 , 0.00
561932 , 240 , 0.00 , 0.00
561960 , 240 , 0.00 , 0.00
561990 , 240 , 0.00 , 0.00
562019 , 240 , 0.00 , 0.00
562049 , 240 , 0.00 , 0.00
562077 , 240 , 0.00 , 0.00
562107 , 240 , 0.00 , 0.00
562136 , 240 , 0.00 , 0.00
562165 , 240 , 0.00 , 0.00
562194 , 240 , 0.00 , 0.00
562223 , 240 , 0.00 , 0.00
562252 , 240 , 0.00 , 0.00
562281 , 239 , 0.00 , 0.00
562311 , 239 , 0.00 , 0.00
562339 , 239 , 0.00 , 0.00
562369 , 239 , 0.00 , 0.00
562398 , 239 , 0.00 , 0.00
562426 , 239 , 0.03 , 0.00
562456 , 239 , 0.00 , 0.00
562485 , 239 , 0.00 , 0.00
562514 , 239 , 0.00 , 0.00
562543 , 239 , 0.00 , 0.00
562573 , 239 , 0.00 , 0.00
562601 , 239 , 0.00 , 0.00
562631 , 239 , 0.00 , 0.00
562660 , 239 , 0.00 , 0.00
562689 , 239 , 0.00 , 0.00
562718 , 238 , 0.00 , 0.00
562747 , 238 , 0.00 , 0.00
562777 , 238 , 0.00 , 0.00
562805 , 238 , 0.00 , 0.00
562835 , 238 , 0.00 , 0.00
562864 , 238 , 0.00 , 0.00
562892 , 238 , 0.00 , 0.00
562922 , 238 , 0.00 , 0.00
562951 , 237 , 0.00 , 0.00
562980 , 237 , 0.00 , 0.00
563009 , 237 , 0.00 , 0.00
563039 , 237 , 0.00 , 0.00
563067 , 237 , 0.00 , 0.00
563097 , 237 , 0.00 , 0.00
563126 , 237 , 0.00 , 0.00
563154 , 237 , 0.00 , 0.00
563184 , 237 , 0.00 , 0.00
563213 , 237 , 0.00 , 0.00
563243 , 237 , 0.00 , 0.00
563271 , 237 , 0.00 , 0.00
563301 , 237 , 0.00 , 0.00
563330 , 237 , 0.00 , 0.00
563358 , 237 , 0.00 , 0.00
563388 , 237 , 0.00 , 0.00
563417 , 237 , 0.00 , 0.00
563446 , 237 , 0.00 , 0.00
563475 , 237 , 0.00 , 0.00
563505 , 237 , 0.00 , 0.00
563533 , 238 , 0.00 , 0.00
563562 , 238 , 0.00 , 0.00
563592 , 238 , 0.00 , 0.00
563620 , 238 , 0.00 , 0.00
563650 , 238 , 0.00 , 0.00
563679 , 238 , 0.00 , 0.00
563708 , 238 , 0.00 , 0.00
563737 , 238 , 0.00 , 0.00
563767 , 238 , 0.00 , 0.00
563795 , 238 , 0.00 , 0.00
563824 , 238 , 0.00 , 0.00
563854 , 238 , 0.00 , 0.00
563883 , 238 , 0.00 , 0.00
563912 , 238 , 0.00 , 0.00
563941 , 238 , 0.00 , 0.00
563971 , 238 , 0.00 , 0.00
563999 , 238 , 0.00 , 0.00
564029 , 238 , 0.00 , 0.00
564058 , 238 , 0.00 , 0.00
564086 , 238 , 0.00 , 0.00
564116 , 238 , 0.00 , 0.00
564145 , 238 , 0.00 , 0.00
564174 , 238 , 0.00 , 0.00
564203 , 238 , 0.00 , 0.00
564233 , 238 , 0.00 , 0.00
564261 , 238 , 0.00 , 0.00
564290 , 238 , 0.00 , 0.00
564320 , 238 , 0.00 , 0.00
564348 , 238 , 0.00 , 0.00
564378 , 238 , 0.00 , 0.00
564407 , 238 , 0.00 , 0.00
564436 , 238 , 0.00 , 0.00
564465 , 238 , 0.00 , 0.00
564495 , 238 , 0.00 , 0.00
564524 , 238 , 0.00 , 0.00
564552 , 238 , 0.00 , 0.00
564582 , 238 , 0.00 , 0.00
564611 , 238 , 0.00 , 0.00
564640 , 238 , 0.00 , 0.00
564669 , 238 , 0.00 , 0.00
564699 , 238 , 0.00 , 0.00
564727 , 238 , 0.00 , 0.00
564756 , 238 , 0.00 , 0.00
564786 , 238 , 0.00 , 0.00
564814 , 238 , 0.00 , 0.00
564844 , 238 , 0.00 , 0.00
564873 , 238 , 0.00 , 0.00
564902 , 238 , 0.00 , 0.00
564931 , 238 , 0.03 , 0.00
564960 , 238 , 0.00 , 0.00
564989 , 238 , 0.00 , 0.00
565018 , 238 , 0.00 , 0.00
565048 , 238 , 0.03 , 0.00
565076 , 238 , 0.00 , 0.00
565106 , 238 , 0.00 , 0.00
565135 , 238 , 0.00 , 0.00
565165 , 238 , 0.00 , 0.00
565193 , 238 , 0.00 , 0.00
565222 , 238 , 0.00 , 0.00
565252 , 238 , 0.00 , 0.00
565280 , 238 , 0.00 , 0.00
565310 , 238 , 0.00 , 0.00
565339 , 238 , 0.00 , 0.00
565368 , 238 , 0.03 , 0.00
565397 , 238 , 0.00 , 0.00
565426 , 238 , 0.00 , 0.00
565455 , 238 , 0.00 , 0.00
565484 , 238 , 0.00 , 0.00
565514 , 238 , 0.00 , 0.00
565542 , 238 , 0.00 , 0.00
565572 , 238 , 0.00 , 0.00
565601 , 238 , 0.00 , 0.00
565630 , 238 , 0.00 , 0.00
565659 , 238 , 0.00 , 0.00
565688 , 238 , 0.00 , 0.00
565718 , 238 , 0.00 , 0.00
565746 , 238 , 0.00 , 0.00
565776 , 238 , 0.00 , 0.00
565805 , 238 , 0.00 , 0.00
565834 , 238 , 0.00 , 0.00
565863 , 238 , 0.00 , 0.00
565892 , 238 , 0.00 , 0.00
565921 , 238 , 0.00 , 0.00
565950 , 238 , 0.00 , 0.00
565980 , 238 , 0.00 , 0.00
566008 , 238 , 0.00 , 0.00
566038 , 238 , 0.00 , 0.00
566067 , 238 , 0.00 , 0.00
566096 , 238 , 0.00 , 0.00
566125 , 238 , 0.00 , 0.00
566154 , 238 , 0.00 , 0.00
566183 , 238 , 0.00 , 0.00
566212 , 238 , 0.00 , 0.00
566242 , 238 , 0.00 , 0.00
566270 , 238 , 0.00 , 0.00
566300 , 238 , 0.00 , 0.00
566329 , 238 , 0.00 , 0.00
566359 , 238 , 0.00 , 0.00
566387 , 238 , 0.00 , 0.00
566416 , 238 , 0.00 , 0.00
566446 , 238 , 0.00 , 0.00
566474 , 238 , 0.00 , 0.00
566504 , 238 , 0.00 , 0.00
566533 , 238 , 0.00 , 0.00
566562 , 238 , 0.00 , 0.00
566591 , 238 , 0.00 , 0.00
566620 , 238 , 0.03 , 0.00
566649 , 238 , 0.00 , 0.00
566678 , 238 , 0.00 , 0.00
566708 , 238 , 0.00 , 0.00
566736 , 238 , 0.00 , 0.00
566766 , 238 , 0.00 , 0.00
566795 , 238 , 0.00 , 0.00
566824 , 238 , 0.00 , 0.00
566853 , 238 , 0.00 , 0.00
566882 , 238 , 0.00 , 0.00
566912 , 238 , 0.00 , 0.00
566940 , 238 , 0.00 , 0.00
566970 , 238 , 0.00 , 0.00
566999 , 238 , 0.00 , 0.00
567028 , 238 , 0.00 , 0.00
567057 , 238 , 0.00 , 0.00
567086 , 238 , 0.00 , 0.00
567115 , 238 , 0.00 , 0.00
567144 , 238 , 0.00 , 0.00
567174 , 238 , 0.00 , 0.00
567202 , 238 , 0.00 , 0.00
567232 , 238 , 0.00 , 0.00
567261 , 238 , 0.00 , 0.00
567290 , 238 , 0.00 , 0.00
567319 , 238 , 0.00 , 0.00
567348 , 238 , 0.00 , 0.00
567377 , 238 , 0.00 , 0.00
567406 , 238 , 0.00 , 0.00
567436 , 238 , 0.00 , 0.00
567464 , 238 , 0.00 , 0.00
567494 , 238 , 0.00 , 0.00
567523 , 238 , 0.00 , 0.00
567552 , 238 , 0.00 , 0.00
567581 , 238 , 0.00 , 0.00
567610 , 238 , 0.00 , 0.00
567640 , 238 , 0.00 , 0.00
567668 , 238 , 0.00 , 0.00
567698 , 238 , 0.00 , 0.00
567727 , 238 , 0.00 , 0.00
567756 , 238 , 0.00 , 0.00
567785 , 238 , 0.00 , 0.00
567814 , 238 , 0.00 , 0.00
567843 , 238 , 0.00 , 0.00
567872 , 238 , 0.00 , 0.00
567902 , 238 , 0.00 , 0.00
567930 , 238 , 0.00 , 0.00
567960 , 238 , 0.00 , 0.00
567989 , 238 , 0.00 , 0.00
568017 , 238 , 0.00 , 0.00
568047 , 238 , 0.00 , 0.00
568076 , 238 , 0.00 , 0.00
568105 , 238 , 0.00 , 0.00
568134 , 238 , 0.00 , 0.00
568164 , 238 , 0.00 , 0.00
568193 , 238 , 0.00 , 0.00
568222 , 238 , 0.00 , 0.00
568251 , 238 , 0.00 , 0.00
568280 , 238 , 0.00 , 0.00
568309 , 238 , 0.00 , 0.00
568338 , 238 , 0.00 , 0.00
568368 , 238 , 0.00 , 0.00
568396 , 238 , 0.00 , 0.00
568426 , 238 , 0.00 , 0.00
568455 , 238 , 0.00 , 0.00
568483 , 238 , 0.00 , 0.00
568513 , 238 , 0.00 , 0.00
568542 , 238 , 0.00 , 0.00
568571 , 238 , 0.00 , 0.00
568600 , 238 , 0.00 , 0.00
568630 , 238 , 0.00 , 0.00
568658 , 238 , 0.00 , 0.00
568688 , 238 , 0.00 , 0.00
568717 , 238 , 0.00 , 0.00
568745 , 238 , 0.00 , 0.00
568775 , 238 , 0.00 , 0.00
568804 , 238 , 0.00 , 0.00
568834 , 238 , 0.00 , 0.00
568862 , 238 , 0.00 , 0.00
568892 , 238 , 0.00 , 0.00
568921 , 238 , 0.00 , 0.00
568949 , 238 , 0.00 , 0.00
568979 , 238 , 0.00 , 0.00
