2 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.13 +000.00    Air
 +070.02 +023.94 +000.03 +000.13 +000.00    Air
 +070.02 +023.94 +000.03 +000.13 +000.00    Air
 +070.02 +023.94 +000.03 +000.13 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.13 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.13 +000.00    Air
 +070.02 +023.94 +000.03 +000.13 +000.00    Air
 +070.02 +023.94 +000.03 +000.13 +000.00    Air
 +070.02 +023.94 +000.03 +000.13 +000.00    Air
 +070.02 +023.94 +000.03 +000.13 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.94 +000.03 +000.11 +000.00    Air
 +070.02 +023.94 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.11 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.02 +000.11 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.02 +000.11 +000.00    Air
 +070.02 +023.95 +000.02 +000.11 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.11 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.11 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
 +070.02 +023.95 +000.03 +000.12 +000.00    Air
