parallel_all_run_1_mfm
pres,tempc,vlow,mflow,setpoint,comp
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0004,0.0004,0,Air
14.04,25.33,-0.0002,-0.0002,0,Air
14.04,25.33,-0.0005,-0.0005,0,Air
14.04,25.33,-0.0001,-0.0001,0,Air
14.04,25.33,-0.0001,-0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0002,0.0002,0,Air
14.04,25.33,0.0003,0.0003,0,Air
14.04,25.33,0.0002,0.0002,0,Air
14.04,25.33,-0.0005,-0.0004,0,Air
14.04,25.33,-0.0003,-0.0003,0,Air
14.04,25.33,0.0005,0.0005,0,Air
14.04,25.33,0.0006,0.0006,0,Air
14.04,25.33,0.0006,0.0006,0,Air
14.04,25.33,0.0003,0.0003,0,Air
14.04,25.33,-0.0006,-0.0006,0,Air
14.04,25.33,-0.0005,-0.0004,0,Air
14.04,25.33,0.0004,0.0004,0,Air
14.04,25.33,0.0007,0.0006,0,Air
14.04,25.33,0.0004,0.0004,0,Air
14.04,25.33,0.0003,0.0003,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,-0.0001,-0.0001,0,Air
14.04,25.33,-0.0006,-0.0005,0,Air
14.04,25.33,-0.0006,-0.0005,0,Air
14.04,25.33,-0.0004,-0.0004,0,Air
14.04,25.33,-0.0002,-0.0002,0,Air
14.04,25.33,-0.0002,-0.0002,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,-0.0001,-0.0001,0,Air
14.04,25.33,-0.0001,-0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0003,0.0003,0,Air
14.04,25.33,-0.0001,-0.0001,0,Air
14.04,25.33,-0.0002,-0.0002,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,-0.0001,-0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0003,0.0003,0,Air
14.04,25.33,0.0002,0.0002,0,Air
14.04,25.33,-0.0001,-0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.03,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,-0.0002,-0.0002,0,Air
14.04,25.33,-0.0002,-0.0002,0,Air
14.04,25.33,0.0002,0.0002,0,Air
14.04,25.33,0.0002,0.0002,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,-0.0002,-0.0002,0,Air
14.04,25.33,-0.0002,-0.0002,0,Air
14.04,25.33,-0.0001,-0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,-0.0001,-0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.33,0.0002,0.0002,0,Air
14.04,25.33,0.0001,0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.33,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0001,0.0001,0,Air
14.04,25.34,0.0001,0.0001,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,-0.0002,-0.0002,0,Air
14.04,25.34,-0.0002,-0.0002,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0001,0.0001,0,Air
14.04,25.34,0.0001,0.0001,0,Air
14.04,25.34,0.0001,0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,-0.0001,-0.0001,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.34,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0001,0.0001,0,Air
14.04,25.35,-0.0001,-0.0001,0,Air
14.04,25.35,-0.0003,-0.0003,0,Air
14.04,25.35,-0.0004,-0.0004,0,Air
14.04,25.35,-0.0004,-0.0004,0,Air
14.04,25.35,-0.0002,-0.0002,0,Air
14.04,25.35,-0.0004,-0.0004,0,Air
14.04,25.35,-0.0006,-0.0005,0,Air
14.04,25.35,-0.0006,-0.0005,0,Air
14.04,25.35,-0.0005,-0.0005,0,Air
14.04,25.35,-0.0004,-0.0004,0,Air
14.04,25.35,-0.0004,-0.0004,0,Air
14.04,25.35,-0.0004,-0.0004,0,Air
14.04,25.35,-0.0004,-0.0004,0,Air
14.04,25.35,-0.0003,-0.0003,0,Air
14.04,25.35,-0.0003,-0.0003,0,Air
14.04,25.35,-0.0002,-0.0002,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,-0.0001,-0.0001,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0002,0.0002,0,Air
14.04,25.35,0.0002,0.0002,0,Air
14.04,25.35,0.0002,0.0002,0,Air
14.04,25.35,0.0002,0.0002,0,Air
14.04,25.35,0.0001,0.0001,0,Air
14.04,25.35,0.0001,0.0001,0,Air
14.04,25.35,0.0001,0.0001,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,-0.0001,-0.0001,0,Air
14.04,25.35,-0.0001,-0.0001,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,-0.0001,-0.0001,0,Air
14.04,25.35,-0.0001,-0.0001,0,Air
14.04,25.35,-0.0001,-0.0001,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,-0.0001,-0.0001,0,Air
14.04,25.35,-0.0001,-0.0001,0,Air
14.04,25.35,-0.0001,-0.0001,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0001,0.0001,0,Air
14.04,25.35,0.0001,0.0001,0,Air
14.04,25.35,0.0001,0.0001,0,Air
14.04,25.35,0.0001,0.0001,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
14.04,25.35,0.0000,0.0000,0,Air
