128035
128035
Sensor initialized!
data_begin
time_ms , raw_val , point_flow , avg_flow
15865 , 236 , 0.00 , 0.00
15894 , 236 , 0.00 , 0.00
15922 , 236 , 0.00 , 0.00
15949 , 236 , 0.00 , 0.00
15978 , 236 , 0.00 , 0.00
16006 , 236 , 0.00 , 0.00
16034 , 236 , 0.00 , 0.00
16062 , 236 , 0.00 , 0.00
16091 , 236 , 0.00 , 0.00
16118 , 236 , 0.00 , 0.00
16146 , 236 , 0.00 , 0.00
16175 , 235 , 0.00 , 0.00
16202 , 236 , 0.00 , 0.00
16231 , 236 , 0.00 , 0.00
16259 , 235 , 0.00 , 0.00
16287 , 235 , 0.00 , 0.00
16315 , 235 , 0.00 , 0.00
16343 , 235 , 0.00 , 0.00
16371 , 235 , 0.00 , 0.00
16399 , 235 , 0.00 , 0.00
16428 , 235 , 0.00 , 0.00
16455 , 235 , 0.03 , 0.00
16483 , 235 , 0.00 , 0.00
16512 , 235 , 0.00 , 0.00
16539 , 235 , 0.00 , 0.00
16568 , 235 , 0.00 , 0.00
16595 , 235 , 0.00 , 0.00
16624 , 235 , 0.00 , 0.00
16652 , 235 , 0.00 , 0.00
16679 , 235 , 0.00 , 0.00
16708 , 234 , 0.00 , 0.00
16736 , 235 , 0.00 , 0.00
16764 , 235 , 0.00 , 0.00
16792 , 234 , 0.00 , 0.00
16821 , 235 , 0.00 , 0.00
16848 , 235 , 0.00 , 0.00
16876 , 234 , 0.00 , 0.00
16905 , 234 , 0.00 , 0.00
16932 , 235 , 0.00 , 0.00
16961 , 234 , 0.00 , 0.00
16989 , 234 , 0.00 , 0.00
17016 , 234 , 0.00 , 0.00
17045 , 234 , 0.00 , 0.00
17073 , 234 , 0.00 , 0.00
17101 , 234 , 0.00 , 0.00
17129 , 234 , 0.00 , 0.00
17158 , 233 , 0.00 , 0.00
17185 , 233 , 0.00 , 0.00
17213 , 233 , 0.00 , 0.00
17242 , 233 , 0.00 , 0.00
17269 , 233 , 0.00 , 0.00
17298 , 233 , 0.00 , 0.00
17326 , 233 , 0.00 , 0.00
17354 , 233 , 0.00 , 0.00
17382 , 233 , 0.00 , 0.00
17410 , 232 , 0.00 , 0.00
17438 , 232 , 0.00 , 0.00
17466 , 233 , 0.00 , 0.00
17495 , 232 , 0.00 , 0.00
17522 , 232 , 0.00 , 0.00
17551 , 233 , 0.00 , 0.00
17579 , 232 , 0.00 , 0.00
17606 , 232 , 0.00 , 0.00
17635 , 232 , 0.03 , 0.00
17662 , 232 , 0.00 , 0.00
17691 , 232 , 0.00 , 0.00
17719 , 232 , 0.00 , 0.00
17746 , 232 , 0.00 , 0.00
17775 , 232 , 0.00 , 0.00
17803 , 232 , 0.00 , 0.00
17831 , 232 , 0.00 , 0.00
17859 , 232 , 0.00 , 0.00
17888 , 232 , 0.00 , 0.00
17915 , 232 , 0.00 , 0.00
17943 , 232 , 0.00 , 0.00
17972 , 232 , 0.00 , 0.00
17999 , 232 , 0.00 , 0.00
18028 , 232 , 0.00 , 0.00
18056 , 232 , 0.00 , 0.00
18084 , 232 , 0.00 , 0.00
18112 , 232 , 0.00 , 0.00
18140 , 232 , 0.00 , 0.00
18168 , 232 , 0.00 , 0.00
18196 , 232 , 0.00 , 0.00
18225 , 232 , 0.00 , 0.00
18252 , 232 , 0.00 , 0.00
18280 , 232 , 0.00 , 0.00
18309 , 232 , 0.00 , 0.00
18336 , 232 , 0.00 , 0.00
18365 , 232 , 0.00 , 0.00
18393 , 232 , 0.00 , 0.00
18421 , 232 , 0.00 , 0.00
18449 , 233 , 0.00 , 0.00
18477 , 232 , 0.00 , 0.00
18505 , 232 , 0.00 , 0.00
18533 , 233 , 0.00 , 0.00
18562 , 233 , 0.00 , 0.00
18589 , 233 , 0.00 , 0.00
18618 , 233 , 0.00 , 0.00
18646 , 233 , 0.00 , 0.00
18673 , 233 , 0.00 , 0.00
18702 , 233 , 0.00 , 0.00
18729 , 233 , 0.00 , 0.00
18758 , 233 , 0.00 , 0.00
18786 , 234 , 0.00 , 0.00
18813 , 234 , 0.00 , 0.00
18842 , 234 , 0.00 , 0.00
18870 , 234 , 0.00 , 0.00
18898 , 234 , 0.00 , 0.00
18926 , 234 , 0.00 , 0.00
18955 , 234 , 0.00 , 0.00
18982 , 234 , 0.00 , 0.00
19010 , 234 , 0.00 , 0.00
19039 , 234 , 0.00 , 0.00
19066 , 235 , 0.00 , 0.00
19095 , 234 , 0.00 , 0.00
19123 , 234 , 0.00 , 0.00
19151 , 235 , 0.00 , 0.00
19179 , 235 , 0.00 , 0.00
19207 , 235 , 0.00 , 0.00
19235 , 235 , 0.00 , 0.00
19263 , 235 , 0.00 , 0.00
19292 , 235 , 0.00 , 0.00
19319 , 235 , 0.00 , 0.00
19348 , 235 , 0.03 , 0.00
19376 , 235 , 0.00 , 0.00
19403 , 235 , 0.00 , 0.00
19432 , 235 , 0.00 , 0.00
19460 , 235 , 0.00 , 0.00
19488 , 235 , 0.00 , 0.00
19516 , 235 , 0.00 , 0.00
19544 , 235 , 0.00 , 0.00
19572 , 235 , 0.00 , 0.00
19600 , 235 , 0.00 , 0.00
19629 , 235 , 0.00 , 0.00
19656 , 235 , 0.00 , 0.00
19685 , 235 , 0.00 , 0.00
19713 , 234 , 0.00 , 0.00
19740 , 234 , 0.00 , 0.00
19769 , 234 , 0.00 , 0.00
19796 , 234 , 0.00 , 0.00
19825 , 233 , 0.00 , 0.00
19853 , 234 , 0.03 , 0.00
19881 , 233 , 0.00 , 0.00
19909 , 233 , 0.00 , 0.00
19937 , 233 , 0.00 , 0.00
19965 , 232 , 0.00 , 0.00
19993 , 232 , 0.00 , 0.00
20022 , 232 , 0.00 , 0.00
20049 , 232 , 0.00 , 0.00
20077 , 231 , 0.00 , 0.00
20106 , 231 , 0.00 , 0.00
20133 , 232 , 0.00 , 0.00
20162 , 231 , 0.00 , 0.00
20190 , 231 , 0.00 , 0.00
20218 , 231 , 0.00 , 0.00
20246 , 231 , 0.00 , 0.00
20274 , 231 , 0.00 , 0.00
20302 , 231 , 0.00 , 0.00
20330 , 231 , 0.00 , 0.00
20359 , 231 , 0.00 , 0.00
20386 , 231 , 0.00 , 0.00
20415 , 231 , 0.00 , 0.00
20443 , 231 , 0.00 , 0.00
20470 , 231 , 0.00 , 0.00
20499 , 231 , 0.00 , 0.00
20527 , 231 , 0.03 , 0.00
20555 , 231 , 0.00 , 0.00
20583 , 232 , 0.00 , 0.00
20611 , 232 , 0.00 , 0.00
20639 , 232 , 0.00 , 0.00
20667 , 232 , 0.00 , 0.00
20696 , 232 , 0.00 , 0.00
20723 , 232 , 0.00 , 0.00
20752 , 233 , 0.00 , 0.00
20780 , 233 , 0.00 , 0.00
20807 , 233 , 0.00 , 0.00
20836 , 233 , 0.00 , 0.00
20864 , 233 , 0.00 , 0.00
20892 , 233 , 0.00 , 0.00
20920 , 233 , 0.00 , 0.00
20948 , 233 , 0.00 , 0.00
20976 , 233 , 0.00 , 0.00
21004 , 233 , 0.00 , 0.00
21032 , 233 , 0.00 , 0.00
21060 , 232 , 0.00 , 0.00
21089 , 232 , 0.00 , 0.00
21116 , 232 , 0.00 , 0.00
21145 , 232 , 0.00 , 0.00
21173 , 232 , 0.00 , 0.00
21200 , 232 , 0.00 , 0.00
21229 , 232 , 0.00 , 0.00
21257 , 232 , 0.00 , 0.00
21285 , 232 , 0.00 , 0.00
21313 , 232 , 0.00 , 0.00
21341 , 232 , 0.00 , 0.00
21369 , 232 , 0.00 , 0.00
21397 , 232 , 0.00 , 0.00
21426 , 232 , 0.00 , 0.00
21453 , 232 , 0.00 , 0.00
21482 , 232 , 0.00 , 0.00
21510 , 232 , 0.00 , 0.00
21537 , 232 , 0.00 , 0.00
21566 , 232 , 0.00 , 0.00
21594 , 232 , 0.00 , 0.00
21622 , 232 , 0.03 , 0.00
