=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.04.18 12:46:51 =~=~=~=~=~=~=~=~=~=~=~=
18533,1821,495,98,13
19372,1821,495,98,13
20210,1821,495,98,13
21118,1806,488,91,10
21957,1806,488,91,10
22796,1806,488,91,10
23704,1836,493,91,12
24542,1836,493,91,12
25380,1836,493,91,12
26289,1869,504,92,12
27127,1869,504,92,12
27965,1869,504,92,12
28873,1884,503,97,14
29712,1884,503,97,14
30550,1884,503,97,14
31458,1890,506,105,13
32296,1890,506,105,13
33135,1890,506,105,13
34043,1848,486,98,13
34882,1848,486,98,13
35720,1848,486,98,13
36628,1818,478,110,13
37467,1818,478,110,13
38305,1818,478,110,13
39214,1830,481,105,13
40052,1830,481,105,13
40890,1830,481,105,13
41798,1824,477,99,14
42637,1824,477,99,14
43475,1824,477,99,14
44384,1803,465,91,10
45221,1803,465,91,10
46060,1803,465,91,10
46968,1863,477,101,14
47877,1839,467,107,14
48785,1767,446,109,17
49694,1890,467,112,17
50603,1926,487,109,20
51511,1896,491,102,20
52419,1866,481,92,21
53327,1809,473,102,22
54237,1809,469,102,24
55145,1860,486,124,32
56053,1779,464,123,29
56962,1869,480,117,30
57871,1932,496,122,28
58708,1932,496,122,28
59547,1932,496,122,28
60455,1776,465,114,26
61293,1776,465,114,26
62132,1776,465,114,26
63040,1731,443,111,23
63879,1731,443,111,23
64716,1731,443,111,23
65625,1707,433,115,20
66463,1707,433,115,20
67302,1707,433,115,20
68210,1692,431,120,19
69048,1692,431,120,19
69886,1692,431,120,19
70795,1665,419,109,19
71632,1665,419,109,19
72471,1665,419,109,19
73379,1680,428,109,16
74218,1680,428,109,16
75056,1680,428,109,16
75964,1623,411,92,11
76803,1623,411,92,11
77641,1623,411,92,11
78550,1644,419,85,11
79388,1644,419,85,11
80226,1644,419,85,11
81134,1509,398,75,8
81973,1509,398,75,8
82810,1509,398,75,8
83719,1485,400,77,10
84557,1485,400,77,10
85396,1485,400,77,10
86304,1518,419,82,10
87142,1518,419,82,10
87981,1518,419,82,10
88889,1542,431,85,10
89728,1542,431,85,10
90565,1542,431,85,10
91473,1608,446,86,10
92312,1608,446,86,10
93151,1608,446,86,10
94059,1545,428,78,10
94897,1545,428,78,10
95735,1545,428,78,10
96644,1599,437,81,9
97482,1599,437,81,9
98320,1599,437,81,9
99228,1530,416,77,9
100067,1530,416,77,9
100905,1530,416,77,9
101814,1686,440,75,6
102652,1686,440,75,6
103490,1686,440,75,6
104398,1650,434,75,6
105237,1650,434,75,6
106076,1650,434,75,6
106984,1704,445,76,6
107823,1704,445,76,6
108660,1704,445,76,6
109569,1680,435,69,3
110407,1680,435,69,3
111245,1680,435,69,3
112153,1650,424,67,3
112992,1650,424,67,3
113830,1650,424,67,3
114738,1521,393,64,3
115576,1521,393,64,3
116415,1521,393,64,3
117323,1461,371,56,3
118162,1461,371,56,3
119000,1461,371,56,3
119908,1530,386,62,4
120747,1530,386,62,4
121585,1530,386,62,4
122493,1500,386,64,4
123332,1500,386,64,4
124170,1500,386,64,4
125078,1515,388,69,4
125917,1515,388,69,4
126755,1515,388,69,4
127663,1305,350,66,7
128501,1305,350,66,7
129340,1305,350,66,7
130248,1281,338,69,6
131086,1281,338,69,6
131924,1281,338,69,6
132833,1266,335,69,5
133671,1266,335,69,5
134510,1266,335,69,5
135417,1266,335,71,6
136256,1266,335,71,6
137095,1266,335,71,6
138003,1296,332,68,5
138842,1296,332,68,5
139720,1296,332,68,5
140633,1335,342,66,6
141520,1335,342,66,6
142359,1335,342,66,6
143267,1368,354,71,6
144106,1368,354,71,6
144944,1368,354,71,6
145852,1377,353,71,6
146691,1377,353,71,6
147570,1377,353,71,6
148478,1356,348,64,7
149358,1356,348,64,7
150240,1356,348,64,7
151191,1332,349,58,7
152072,1332,349,58,7
152912,1332,349,58,7
153821,1383,360,63,5
154658,1383,360,63,5
155539,1383,360,63,5
156447,1359,350,62,6
157326,1359,350,62,6
158206,1359,350,62,6
159157,1350,340,69,9
159995,1350,340,69,9
160875,1350,340,69,9
161825,1335,335,67,8
162664,1335,335,67,8
163544,1335,335,67,8
164493,1350,346,80,9
165373,1350,346,80,9
166212,1350,346,80,9
167161,1410,365,92,11
168041,1410,365,92,11
168880,1410,365,92,11
169830,1347,348,92,14
170710,1347,348,92,14
171547,1347,348,92,14
172496,1299,334,91,16
173376,1299,334,91,16
174215,1299,334,91,16
175165,1320,342,106,18
176045,1320,342,106,18
176882,1320,342,106,18
177832,1377,359,116,19
178712,1377,359,116,19
179550,1377,359,116,19
180500,1323,349,109,18
181379,1323,349,109,18
182217,1323,349,109,18
183126,1338,356,104,17
183964,1338,356,104,17
184802,1338,356,104,17
185710,1332,363,99,14
186549,1332,363,99,14
187387,1332,363,99,14
188296,1341,361,99,17
189133,1341,361,99,17
190013,1341,361,99,17
190964,1287,345,89,19
1
