=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.04.18 11:36:47 =~=~=~=~=~=~=~=~=~=~=~=
6162,1734,489,94,5
7042,1734,489,94,5
7992,1794,507,103,5
8871,1794,507,103,5
9751,1794,507,103,5
10701,1716,486,100,5
11581,1716,486,100,5
12461,1716,486,100,5
13411,1671,474,105,5
14290,1671,474,105,5
15171,1671,474,105,5
16121,1704,478,112,4
17001,1704,478,112,4
17881,1704,478,112,4
18831,1755,489,112,5
19710,1755,489,112,5
20591,1755,489,112,5
21540,1764,495,104,5
22421,1764,495,104,5
23301,1764,495,104,5
24251,1737,492,107,4
25131,1737,492,107,4
26010,1737,492,107,4
26960,1761,496,103,3
27840,1761,496,103,3
28721,1761,496,103,3
29671,1854,513,115,2
30551,1854,513,115,2
31430,1854,513,115,2
32380,1806,506,113,2
33260,1806,506,113,2
34140,1806,506,113,2
35090,1755,497,113,2
35970,1755,497,113,2
36850,1755,497,113,2
37799,1887,535,128,3
38680,1887,535,128,3
39560,1887,535,128,3
40510,1938,549,128,3
41390,1938,549,128,3
42269,1938,549,128,3
43219,2004,569,135,4
44099,2004,569,135,4
44980,2004,569,135,4
45930,2004,576,140,3
46810,2004,576,140,3
47689,2004,576,140,3
48640,2082,598,143,4
49519,2082,598,143,4
50400,2082,598,143,4
51350,2124,608,136,5
52230,2124,608,136,5
53109,2124,608,136,5
54060,2115,604,133,6
54939,2115,604,133,6
55820,2115,604,133,6
56769,2058,594,119,7
57650,2058,594,119,7
58529,2058,594,119,7
59480,2136,613,117,7
60359,2136,613,117,7
61239,2136,613,117,7
62189,2127,604,112,7
63069,2127,604,112,7
63949,2127,604,112,7
64900,2106,595,95,6
65779,2106,595,95,6
66659,2106,595,95,6
67609,2133,600,95,6
68489,2133,600,95,6
69369,2133,600,95,6
70319,2076,583,88,6
71199,2076,583,88,6
72079,2076,583,88,6
73029,2112,593,95,7
73909,2112,593,95,7
74789,2112,593,95,7
75739,2040,572,95,7
76577,2040,572,95,7
77416,2040,572,95,7
78325,1986,557,97,6
79205,1986,557,97,6
80084,1986,557,97,6
81035,2052,578,111,8
81915,2052,578,111,8
82795,2052,578,111,8
83745,2094,598,115,8
84625,2094,598,115,8
85505,2094,598,115,8
86455,2130,598,115,8
87334,2130,598,115,8
88215,2130,598,115,8
89164,2202,624,118,9
90045,2202,624,118,9
90925,2202,624,118,9
91875,2166,621,135,10
92754,2166,621,135,10
93634,2166,621,135,10
94586,2718,789,234,25
95538,3156,918,281,43
96489,3480,1005,344,66
97440,3792,1103,389,75
98392,4251,1228,460,99
99343,4467,1299,512,109
100294,4680,1348,545,116
101245,4911,1422,580,120
102197,5214,1513,612,127
103148,5472,1570,624,131
104097,4878,1395,539,122
105048,4404,1252,485,103
105998,4107,1169,410,82
106877,4107,1169,410,82
107758,4107,1169,410,82
108708,3822,1080,367,75
109588,3822,1080,367,75
110468,3822,1080,367,75
111418,3390,962,299,51
112297,3390,962,299,51
113178,3390,962,299,51
114127,3102,872,238,41
115008,3102,872,238,41
115888,3102,872,238,41
116837,2811,796,205,33
117718,2811,796,205,33
118597,2811,796,205,33
119547,2559,732,169,29
120427,2559,732,169,29
121308,2559,732,169,29
122258,2202,619,136,21
123138,2202,619,136,21
124017,2202,619,136,21
124967,1968,555,112,19
125847,1968,555,112,19
126727,1968,555,112,19
127677,2025,562,107,14
128557,2025,562,107,14
129437,2025,562,107,14
130386,2118,595,108,14
131267,2118,595,108,14
132147,2118,595,108,14
133097,2082,584,119,11
133977,2082,584,119,11
134856,2082,584,119,11
135806,2082,577,121,8
136686,2082,577,121,8
137567,2082,577,121,8
138516,2067,572,121,8
139396,2067,572,121,8
140276,2067,572,121,8
141225,2073,572,121,5
142106,2073,572,121,5
142986,2073,572,121,5
143936,2187,610,133,10
144886,2127,586,136,12
145837,2139,596,139,12
146786,2130,594,141,9
147736,2142,604,142,8
148686,2112,601,146,9
149637,2127,612,139,9
150587,2136,621,146,9
151537,2124,619,143,9
152487,2070,605,139,9
153438,2034,591,136,5
154388,2112,613,131,3
155338,2154,618,135,3
156218,2154,618,135,3
157097,2154,618,135,3
158048,2064,601,130,3
158927,2064,601,130,3
159807,2064,601,130,3
160757,1980,572,127,6
161637,1980,572,127,6
162516,1980,572,127,6
163467,1974,560,127,5
164346,1974,560,127,5
165227,1974,560,127,5
166176,1890,535,128,5
167057,1890,535,128,5
167937,1890,535,128,5
168887,1959,540,126,8
169766,1959,540,126,8
170646,1959,540,126,8
171596,2028,555,128,8
172477,2028,555,128,8
173357,2028,555,128,8
174307,2091,574,135,9
175186,2091,574,135,9
176066,2091,574,135,9
177016,2100,581,140,8
177897,2100,581,140,8
178777,2100,581,140,8
179727,2022,555,138,7
180606,2022,555,138,7
181486,2022,555,138,7
182436,1959,543,139,7
1
