=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.04.18 11:49:42 =~=~=~=~=~=~=~=~=~=~=~=
11510,1818,516,129,14
12390,1818,516,129,14
13270,1818,516,129,14
14220,1839,514,118,13
15100,1839,514,118,13
15980,1839,514,118,13
16930,1791,500,118,16
17810,1791,500,118,16
18690,1791,500,118,16
19640,1800,505,116,16
20519,1800,505,116,16
21400,1800,505,116,16
22350,1821,506,125,16
23230,1821,506,125,16
24110,1821,506,125,16
25060,1833,509,119,17
25940,1833,509,119,17
26820,1833,509,119,17
27770,1839,516,137,13
28650,1839,516,137,13
29531,1839,516,137,13
30480,1782,502,141,11
31361,1782,502,141,11
32240,1782,502,141,11
33189,1761,503,140,13
34070,1761,503,140,13
34950,1761,503,140,13
35900,1812,526,145,17
36780,1812,526,145,17
37659,1812,526,145,17
38609,1782,511,138,17
39490,1782,511,138,17
40370,1782,511,138,17
41320,1701,489,142,17
42200,1701,489,142,17
43079,1701,489,142,17
44029,1776,503,140,17
44909,1776,503,140,17
45790,1776,503,140,17
46740,1755,493,142,16
47620,1755,493,142,16
48499,1755,493,142,16
49449,1689,483,142,16
50329,1689,483,142,16
51210,1689,483,142,16
52159,1677,480,142,16
53040,1677,480,142,16
53919,1677,480,142,16
54870,1641,466,131,15
55749,1641,466,131,15
56629,1641,466,131,15
57579,1713,482,134,13
58459,1713,482,134,13
59339,1713,482,134,13
60290,1770,502,130,10
61169,1770,502,130,10
62050,1770,502,130,10
62999,1689,467,125,8
63879,1689,467,125,8
64759,1689,467,125,8
65710,1683,470,121,9
66589,1683,470,121,9
67469,1683,470,121,9
68419,1719,480,109,9
69299,1719,480,109,9
70179,1719,480,109,9
71129,1662,471,103,6
72009,1662,471,103,6
72889,1662,471,103,6
73839,1659,469,92,6
74719,1659,469,92,6
75599,1659,469,92,6
76549,1725,483,102,7
77429,1725,483,102,7
78309,1725,483,102,7
79259,1737,492,106,6
80139,1737,492,106,6
81019,1737,492,106,6
81969,1722,492,99,6
82849,1722,492,99,6
83729,1722,492,99,6
84679,1734,497,97,5
85559,1734,497,97,5
86439,1734,497,97,5
87390,1887,542,116,10
88340,2010,587,130,13
89290,2082,604,127,12
90241,2217,630,161,15
91193,2727,767,230,28
92143,2877,805,249,31
93093,3012,852,246,35
94044,3141,885,258,35
94994,3198,892,262,35
95944,3162,882,259,35
96894,2973,819,251,31
97845,2958,807,237,25
98795,2964,811,242,25
99675,2964,811,242,25
100554,2964,811,242,25
101505,2853,795,222,22
102384,2853,795,222,22
103265,2853,795,222,22
104215,2367,667,172,12
105095,2367,667,172,12
105974,2367,667,172,12
106925,2205,627,164,10
107804,2205,627,164,10
108684,2205,627,164,10
109634,2106,595,157,6
110514,2106,595,157,6
111394,2106,595,157,6
112345,2007,560,148,6
113224,2007,560,148,6
114104,2007,560,148,6
115054,1929,545,144,6
115934,1929,545,144,6
116813,1929,545,144,6
117764,1944,552,151,6
118644,1944,552,151,6
119524,1944,552,151,6
120474,1935,559,133,5
121354,1935,559,133,5
122233,1935,559,133,5
123184,1899,545,135,6
124063,1899,545,135,6
124943,1899,545,135,6
125893,1878,541,137,7
126774,1878,541,137,7
127653,1878,541,137,7
128604,1842,528,123,7
129483,1842,528,123,7
130363,1842,528,123,7
131313,1806,521,114,4
132193,1806,521,114,4
133073,1806,521,114,4
134023,1791,518,110,4
134903,1791,518,110,4
135783,1791,518,110,4
136733,1713,492,99,3
137613,1713,492,99,3
138492,1713,492,99,3
139443,1704,497,101,4
140322,1704,497,101,4
141202,1704,497,101,4
142152,1710,486,99,4
143032,1710,486,99,4
143912,1710,486,99,4
144863,1788,506,95,4
145742,1788,506,95,4
146622,1788,506,95,4
147572,1803,508,104,4
148452,1803,508,104,4
149332,1803,508,104,4
150283,1881,534,109,6
151162,1881,534,109,6
152042,1881,534,109,6
152992,1815,514,100,5
153872,1815,514,100,5
154752,1815,514,100,5
155702,1842,526,112,5
156581,1842,526,112,5
157461,1842,526,112,5
158370,1893,533,119,6
159250,1893,533,119,6
160131,1893,533,119,6
161080,1824,510,121,5
161918,1824,510,121,5
162798,1824,510,121,5
163748,1872,524,127,8
164587,1872,524,127,8
165467,1872,524,127,8
166417,1896,531,122,7
167297,1896,531,122,7
168135,1896,531,122,7
169085,1968,564,133,8
169965,1968,564,133,8
170804,1968,564,133,8
171754,1827,517,123,8
172634,1827,517,123,8
173513,1827,517,123,8
174464,1854,522,118,9
175344,1854,522,118,9
176224,1854,522,118,9
177133,1839,517,111,6
178013,1839,517,111,6
178851,1839,517,111,6
179802,1932,532,114,7
180681,1932,532,114,7
181561,1932,532,114,7
182511,1917,527,114,8
183391,1917,527,114,8
184229,1917,527,114,8
185180,1908,527,105,7
186060,1908,527,105,7
186940,1908,527,105,7
187890,2043,566,110,7
188729,2043,566,110,7
189608,2043,566,110,7
1
