time_ms , sensor , currpos , mflow
46423 , b , -2800 , 1.185334
46473 , b , -2800 , 1.331333
46523 , b , -2800 , 1.270000
46573 , b , -2800 , 1.270000
46623 , b , -2800 , 1.202000
46673 , b , -2800 , 1.248000
46723 , b , -2800 , 1.267333
46773 , b , -2800 , 1.248667
46823 , b , -2800 , 1.239333
46873 , b , -2800 , 1.227334
46923 , b , -2800 , 1.200667
46973 , b , -2800 , 1.258000
47023 , b , -2800 , 1.227334
47073 , b , -2800 , 1.250667
47123 , b , -2800 , 1.229334
47173 , b , -2800 , 1.218000
47223 , b , -2800 , 1.276000
47273 , b , -2800 , 1.308667
47323 , b , -2800 , 1.252667
47373 , b , -2800 , 1.205334
47423 , b , -2800 , 1.196001
47473 , b , -2800 , 1.276666
47523 , b , -2800 , 1.271333
47573 , b , -2800 , 1.207334
47623 , b , -2800 , 1.201334
47673 , b , -2800 , 1.243333
47723 , b , -2800 , 1.190000
47773 , b , -2800 , 1.236667
47823 , b , -2800 , 1.236666
47873 , b , -2800 , 1.218667
47923 , b , -2800 , 1.222667
47973 , b , -2800 , 1.282666
48023 , b , -2800 , 1.290666
48073 , b , -2800 , 1.258000
48123 , b , -2800 , 1.247333
48852 , b , -3200 , 1.471334
48902 , b , -3200 , 1.472667
48952 , b , -3200 , 1.438667
49002 , b , -3200 , 1.484000
49052 , b , -3200 , 1.444667
49102 , b , -3200 , 1.442667
49152 , b , -3200 , 1.477333
49202 , b , -3200 , 1.466667
49252 , b , -3200 , 1.440667
49302 , b , -3200 , 1.461334
49352 , b , -3200 , 1.469334
49402 , b , -3200 , 1.464667
49452 , b , -3200 , 1.462667
49502 , b , -3200 , 1.459334
49552 , b , -3200 , 1.470667
49602 , b , -3200 , 1.461334
49652 , b , -3200 , 1.469333
49702 , b , -3200 , 1.488667
49752 , b , -3200 , 1.480000
49802 , b , -3200 , 1.496667
49852 , b , -3200 , 1.480000
49902 , b , -3200 , 1.468001
49952 , b , -3200 , 1.464667
50002 , b , -3200 , 1.470000
50052 , b , -3200 , 1.493333
50102 , b , -3200 , 1.464667
50152 , b , -3200 , 1.456667
50202 , b , -3200 , 1.496667
50252 , b , -3200 , 1.462667
50302 , b , -3200 , 1.488667
50352 , b , -3200 , 1.490000
50402 , b , -3200 , 1.472000
50452 , b , -3200 , 1.469334
50502 , b , -3200 , 1.470000
50552 , b , -3200 , 1.455334
