pres	temp	vfr	mfr	comp
31.09	25.44	0.0243	0.0514	Air
31.09	25.44	0.0243	0.0514	Air
31.08	25.44	0.0244	0.0514	Air
31.09	25.44	0.0243	0.0514	Air
31.08	25.44	0.0243	0.0514	Air
31.08	25.44	0.0243	0.0514	Air
31.09	25.44	0.0243	0.0514	Air
31.08	25.44	0.0243	0.0513	Air
31.09	25.44	0.0243	0.0513	Air
31.08	25.44	0.0241	0.0508	Air
31.08	25.44	0.0241	0.0508	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0508	Air
31.09	25.44	0.0241	0.051	Air
31.08	25.44	0.0245	0.0518	Air
31.09	25.44	0.0246	0.052	Air
31.09	25.44	0.0248	0.0524	Air
31.08	25.44	0.0249	0.0526	Air
31.08	25.44	0.025	0.0528	Air
31.08	25.44	0.025	0.0529	Air
31.08	25.44	0.025	0.0529	Air
31.08	25.44	0.0251	0.0529	Air
31.08	25.44	0.0251	0.0529	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.0249	0.0527	Air
31.08	25.44	0.0249	0.0527	Air
31.08	25.44	0.0249	0.0527	Air
31.08	25.44	0.0249	0.0527	Air
31.08	25.44	0.0245	0.0518	Air
31.08	25.44	0.0245	0.0518	Air
31.08	25.44	0.0245	0.0517	Air
31.08	25.44	0.0245	0.0517	Air
31.08	25.44	0.0245	0.0517	Air
31.08	25.44	0.0245	0.0517	Air
31.08	25.44	0.0245	0.0517	Air
31.08	25.44	0.0245	0.0517	Air
31.08	25.44	0.0245	0.0517	Air
31.08	25.44	0.0245	0.0516	Air
31.08	25.44	0.0245	0.0517	Air
31.08	25.44	0.0245	0.0516	Air
31.08	25.44	0.0245	0.0516	Air
31.08	25.44	0.0244	0.0516	Air
31.08	25.44	0.0244	0.0516	Air
31.08	25.44	0.0244	0.0516	Air
31.08	25.44	0.0244	0.0515	Air
31.08	25.44	0.0244	0.0516	Air
31.08	25.44	0.0243	0.0513	Air
31.08	25.44	0.0243	0.0513	Air
31.08	25.44	0.0243	0.0513	Air
31.08	25.44	0.0243	0.0513	Air
31.08	25.44	0.0243	0.0512	Air
31.08	25.44	0.0243	0.0513	Air
31.08	25.44	0.0243	0.0512	Air
31.08	25.44	0.0243	0.0512	Air
31.08	25.44	0.0243	0.0512	Air
31.08	25.44	0.0243	0.0513	Air
31.08	25.44	0.0243	0.0512	Air
31.08	25.44	0.0243	0.0513	Air
31.09	25.44	0.0243	0.0512	Air
31.08	25.44	0.0243	0.0512	Air
31.08	25.44	0.0243	0.0512	Air
31.08	25.44	0.0243	0.0513	Air
31.08	25.44	0.0243	0.0512	Air
31.09	25.44	0.0243	0.0512	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.08	25.44	0.0242	0.0511	Air
31.08	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.08	25.44	0.0242	0.0511	Air
31.08	25.44	0.0242	0.0511	Air
31.08	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.025	0.0527	Air
31.08	25.44	0.0253	0.0534	Air
31.08	25.44	0.0255	0.0538	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0257	0.0544	Air
31.08	25.44	0.0258	0.0544	Air
31.08	25.44	0.0258	0.0545	Air
31.08	25.44	0.0258	0.0545	Air
31.08	25.44	0.0257	0.0543	Air
31.08	25.44	0.0257	0.0542	Air
31.08	25.44	0.0257	0.0542	Air
31.08	25.44	0.0257	0.0542	Air
31.08	25.44	0.0257	0.0543	Air
31.08	25.44	0.0254	0.0536	Air
31.08	25.44	0.0252	0.0533	Air
31.08	25.44	0.0252	0.0533	Air
31.08	25.44	0.0252	0.0533	Air
31.08	25.44	0.0252	0.0533	Air
31.08	25.44	0.025	0.0529	Air
31.08	25.44	0.025	0.0528	Air
31.08	25.44	0.025	0.0528	Air
31.08	25.44	0.025	0.0528	Air
31.08	25.44	0.025	0.0528	Air
31.08	25.44	0.0249	0.0526	Air
31.08	25.44	0.0249	0.0526	Air
31.08	25.44	0.0249	0.0526	Air
31.08	25.44	0.0249	0.0526	Air
31.08	25.44	0.0249	0.0526	Air
31.08	25.44	0.0249	0.0526	Air
31.08	25.44	0.0249	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0528	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0528	Air
31.08	25.44	0.0254	0.0537	Air
31.08	25.44	0.0255	0.0538	Air
31.08	25.44	0.0255	0.0539	Air
31.08	25.44	0.0255	0.0539	Air
31.08	25.44	0.0255	0.0539	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.0541	Air
31.07	25.44	0.0256	0.0541	Air
31.07	25.44	0.0257	0.0542	Air
31.08	25.44	0.0257	0.0542	Air
31.08	25.44	0.0257	0.0542	Air
31.07	25.44	0.0257	0.0542	Air
31.08	25.44	0.0257	0.0543	Air
31.07	25.44	0.0258	0.0545	Air
31.07	25.44	0.0258	0.0545	Air
31.07	25.44	0.0258	0.0545	Air
31.07	25.44	0.0259	0.0546	Air
31.07	25.44	0.0259	0.0546	Air
31.07	25.44	0.0262	0.0552	Air
31.07	25.44	0.0269	0.0568	Air
31.07	25.44	0.0273	0.0576	Air
31.07	25.44	0.0274	0.0578	Air
31.07	25.44	0.0274	0.0579	Air
31.07	25.44	0.0274	0.0579	Air
31.07	25.44	0.0277	0.0585	Air
31.07	25.44	0.0284	0.0599	Air
31.06	25.44	0.0285	0.0602	Air
31.06	25.44	0.0286	0.0603	Air
31.06	25.44	0.0286	0.0604	Air
31.06	25.44	0.0286	0.0604	Air
31.06	25.44	0.0286	0.0604	Air
31.06	25.44	0.0288	0.0609	Air
31.06	25.44	0.0289	0.061	Air
31.06	25.44	0.0289	0.0611	Air
31.06	25.44	0.029	0.0611	Air
31.06	25.44	0.029	0.0612	Air
31.05	25.44	0.029	0.0612	Air
31.05	25.44	0.0291	0.0613	Air
31.05	25.44	0.029	0.0613	Air
31.05	25.44	0.0291	0.0613	Air
31.05	25.44	0.0291	0.0614	Air
31.05	25.44	0.0291	0.0613	Air
31.05	25.44	0.0291	0.0614	Air
31.05	25.44	0.0291	0.0614	Air
31.05	25.44	0.0289	0.0609	Air
31.05	25.44	0.0285	0.0602	Air
31.05	25.44	0.0284	0.06	Air
31.05	25.44	0.0282	0.0594	Air
31.05	25.44	0.028	0.0591	Air
31.05	25.44	0.028	0.0591	Air
31.05	25.44	0.028	0.0591	Air
31.05	25.44	0.028	0.0591	Air
31.05	25.44	0.0282	0.0594	Air
31.05	25.44	0.0281	0.0594	Air
31.05	25.44	0.0283	0.0597	Air
31.05	25.44	0.0283	0.0598	Air
31.05	25.44	0.0284	0.0598	Air
31.05	25.44	0.0284	0.0598	Air
31.05	25.44	0.0284	0.06	Air
31.05	25.44	0.0289	0.0609	Air
31.05	25.44	0.029	0.0612	Air
31.05	25.44	0.0291	0.0613	Air
31.05	25.44	0.0291	0.0613	Air
31.05	25.44	0.0291	0.0614	Air
31.05	25.44	0.0291	0.0614	Air
31.05	25.44	0.0292	0.0616	Air
31.05	25.44	0.0291	0.0615	Air
31.05	25.44	0.0292	0.0616	Air
31.05	25.44	0.0292	0.0616	Air
31.05	25.44	0.0292	0.0616	Air
31.05	25.44	0.0292	0.0616	Air
31.05	25.44	0.0293	0.0617	Air
31.05	25.44	0.0292	0.0615	Air
31.05	25.44	0.0291	0.0615	Air
31.05	25.44	0.0291	0.0614	Air
31.05	25.44	0.0292	0.0615	Air
31.05	25.44	0.0291	0.0615	Air
31.05	25.44	0.0291	0.0615	Air
31.05	25.44	0.0291	0.0613	Air
31.05	25.44	0.029	0.0612	Air
31.05	25.44	0.029	0.0611	Air
31.05	25.44	0.029	0.0612	Air
31.05	25.44	0.029	0.0612	Air
31.05	25.44	0.029	0.0612	Air
31.05	25.44	0.029	0.0612	Air
31.05	25.44	0.0288	0.0608	Air
31.05	25.44	0.0287	0.0605	Air
31.05	25.44	0.0286	0.0604	Air
31.05	25.44	0.0286	0.0604	Air
31.05	25.44	0.0286	0.0604	Air
31.05	25.44	0.0286	0.0604	Air
31.05	25.44	0.0286	0.0604	Air
31.05	25.44	0.0284	0.0599	Air
31.05	25.44	0.0284	0.0598	Air
31.05	25.44	0.0283	0.0596	Air
31.05	25.44	0.0282	0.0596	Air
31.05	25.44	0.0282	0.0596	Air
31.05	25.44	0.0283	0.0596	Air
31.05	25.44	0.028	0.0592	Air
31.05	25.44	0.0278	0.0587	Air
31.05	25.44	0.0278	0.0586	Air
31.05	25.44	0.0277	0.0586	Air
31.05	25.44	0.0278	0.0586	Air
31.05	25.44	0.0277	0.0586	Air
31.05	25.44	0.0277	0.0586	Air
31.05	25.44	0.0275	0.058	Air
31.05	25.44	0.0274	0.0579	Air
31.06	25.44	0.0273	0.0577	Air
31.06	25.44	0.0273	0.0577	Air
31.06	25.44	0.0273	0.0577	Air
31.06	25.44	0.0273	0.0577	Air
31.06	25.44	0.0272	0.0573	Air
31.06	25.44	0.027	0.057	Air
31.06	25.44	0.027	0.0569	Air
31.06	25.44	0.027	0.0569	Air
31.06	25.44	0.027	0.0569	Air
31.06	25.44	0.027	0.0569	Air
31.06	25.44	0.0269	0.0568	Air
31.06	25.44	0.0267	0.0563	Air
31.06	25.44	0.0266	0.0562	Air
31.07	25.44	0.0266	0.0561	Air
31.07	25.44	0.0266	0.0561	Air
31.07	25.44	0.0265	0.056	Air
31.06	25.44	0.0265	0.056	Air
31.07	25.44	0.0264	0.0558	Air
31.07	25.44	0.0264	0.0558	Air
31.07	25.44	0.0264	0.0558	Air
31.07	25.44	0.0264	0.0557	Air
31.07	25.44	0.0264	0.0558	Air
31.07	25.44	0.0263	0.0555	Air
31.07	25.44	0.0263	0.0555	Air
31.07	25.44	0.0263	0.0555	Air
31.07	25.44	0.0263	0.0555	Air
31.07	25.44	0.0263	0.0555	Air
31.07	25.44	0.0262	0.0553	Air
31.07	25.44	0.0262	0.0553	Air
31.07	25.44	0.0262	0.0553	Air
31.07	25.44	0.0262	0.0553	Air
31.07	25.44	0.0262	0.0553	Air
31.07	25.44	0.0261	0.055	Air
31.07	25.44	0.0261	0.055	Air
31.07	25.44	0.0261	0.055	Air
31.07	25.44	0.0261	0.055	Air
31.07	25.44	0.0261	0.055	Air
31.08	25.44	0.0259	0.0547	Air
31.08	25.44	0.0259	0.0548	Air
31.08	25.44	0.0259	0.0547	Air
31.08	25.44	0.0259	0.0547	Air
31.08	25.44	0.0259	0.0546	Air
31.08	25.44	0.0255	0.054	Air
31.08	25.44	0.025	0.0529	Air
31.08	25.44	0.0242	0.051	Air
31.08	25.44	0.0229	0.0484	Air
31.08	25.44	0.0226	0.0478	Air
31.09	25.44	0.0226	0.0477	Air
31.09	25.44	0.0226	0.0477	Air
31.09	25.44	0.0226	0.0477	Air
31.09	25.44	0.0225	0.0477	Air
31.09	25.44	0.0225	0.0475	Air
31.09	25.44	0.0225	0.0475	Air
31.1	25.44	0.0224	0.0474	Air
31.1	25.44	0.0225	0.0474	Air
31.1	25.44	0.0224	0.0473	Air
31.1	25.44	0.0224	0.0473	Air
31.1	25.44	0.0224	0.0473	Air
31.1	25.44	0.0224	0.0473	Air
31.1	25.44	0.0224	0.0473	Air
31.1	25.44	0.0223	0.0471	Air
31.1	25.44	0.0223	0.047	Air
31.1	25.44	0.0223	0.047	Air
31.1	25.44	0.0222	0.047	Air
31.1	25.44	0.0222	0.047	Air
31.11	25.44	0.0221	0.0468	Air
31.11	25.44	0.0221	0.0467	Air
31.11	25.44	0.0221	0.0466	Air
31.11	25.44	0.022	0.0466	Air
31.11	25.44	0.0221	0.0466	Air
31.11	25.44	0.0218	0.0461	Air
31.11	25.44	0.0218	0.0461	Air
31.11	25.44	0.0218	0.0461	Air
31.11	25.44	0.0218	0.0461	Air
31.11	25.44	0.0218	0.046	Air
31.11	25.44	0.022	0.0465	Air
31.11	25.44	0.0221	0.0467	Air
31.11	25.44	0.0221	0.0468	Air
31.11	25.44	0.0221	0.0468	Air
31.11	25.44	0.0221	0.0468	Air
31.11	25.44	0.0223	0.0472	Air
31.11	25.44	0.0224	0.0473	Air
31.11	25.44	0.0224	0.0473	Air
31.11	25.44	0.0224	0.0473	Air
31.11	25.44	0.0224	0.0473	Air
31.11	25.44	0.0226	0.0477	Air
31.11	25.44	0.0226	0.0478	Air
31.11	25.44	0.0226	0.0478	Air
31.11	25.44	0.0227	0.0479	Air
31.11	25.44	0.0227	0.0479	Air
31.11	25.44	0.0228	0.0482	Air
31.11	25.44	0.0228	0.0482	Air
31.11	25.44	0.0229	0.0483	Air
31.11	25.44	0.0229	0.0483	Air
31.11	25.44	0.0229	0.0483	Air
31.11	25.44	0.023	0.0486	Air
31.11	25.44	0.023	0.0486	Air
31.11	25.44	0.023	0.0486	Air
31.11	25.44	0.023	0.0486	Air
31.11	25.44	0.023	0.0487	Air
31.11	25.44	0.0232	0.0492	Air
31.11	25.44	0.0236	0.0498	Air
31.11	25.44	0.0238	0.0503	Air
31.11	25.44	0.024	0.0507	Air
31.1	25.44	0.0241	0.0509	Air
31.1	25.44	0.0241	0.051	Air
31.1	25.44	0.0241	0.051	Air
31.1	25.44	0.0241	0.051	Air
31.1	25.44	0.0241	0.0511	Air
31.1	25.44	0.0241	0.051	Air
31.1	25.44	0.0241	0.051	Air
31.1	25.44	0.0241	0.051	Air
31.1	25.44	0.0241	0.051	Air
31.1	25.44	0.0241	0.0511	Air
31.1	25.44	0.0241	0.0511	Air
31.1	25.44	0.0241	0.0511	Air
31.1	25.44	0.0241	0.0511	Air
31.1	25.44	0.0242	0.0511	Air
31.1	25.44	0.0242	0.0511	Air
31.1	25.44	0.0242	0.0511	Air
31.1	25.44	0.0242	0.0511	Air
31.1	25.44	0.0242	0.0511	Air
31.1	25.44	0.0242	0.0511	Air
31.1	25.44	0.0242	0.0511	Air
31.1	25.44	0.0241	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.1	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0242	0.0511	Air
31.09	25.44	0.0241	0.0509	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.024	0.0507	Air
31.09	25.44	0.0239	0.0506	Air
31.09	25.44	0.0239	0.0506	Air
31.09	25.44	0.0239	0.0506	Air
31.09	25.44	0.0239	0.0506	Air
31.09	25.44	0.0239	0.0506	Air
31.09	25.44	0.0239	0.0506	Air
31.09	25.44	0.0239	0.0506	Air
31.09	25.44	0.0239	0.0506	Air
31.09	25.44	0.0239	0.0506	Air
31.09	25.44	0.0239	0.0506	Air
31.09	25.44	0.0239	0.0506	Air
31.09	25.44	0.0241	0.0508	Air
31.09	25.44	0.0243	0.0514	Air
31.09	25.44	0.0246	0.0519	Air
31.09	25.44	0.0248	0.0524	Air
31.09	25.44	0.0249	0.0526	Air
31.09	25.44	0.025	0.0528	Air
31.09	25.44	0.025	0.0528	Air
31.09	25.44	0.025	0.0528	Air
31.09	25.44	0.025	0.0528	Air
31.09	25.44	0.025	0.0528	Air
31.09	25.44	0.025	0.0527	Air
31.09	25.44	0.025	0.0528	Air
31.09	25.44	0.025	0.0528	Air
31.09	25.44	0.025	0.0528	Air
31.09	25.44	0.0248	0.0523	Air
31.09	25.44	0.0247	0.0521	Air
31.09	25.44	0.0246	0.0521	Air
31.09	25.44	0.0247	0.0521	Air
31.09	25.44	0.0246	0.052	Air
31.09	25.44	0.0246	0.0519	Air
31.09	25.44	0.0246	0.0519	Air
31.09	25.44	0.0246	0.0519	Air
31.09	25.44	0.0246	0.0519	Air
31.09	25.44	0.0245	0.0518	Air
31.09	25.44	0.0246	0.052	Air
31.09	25.44	0.0251	0.053	Air
31.08	25.44	0.0253	0.0534	Air
31.09	25.44	0.0255	0.0538	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0257	0.0543	Air
31.08	25.44	0.0257	0.0543	Air
31.08	25.44	0.0257	0.0544	Air
31.08	25.44	0.0257	0.0543	Air
31.08	25.44	0.0257	0.0543	Air
31.08	25.44	0.0257	0.0542	Air
31.08	25.44	0.0257	0.0543	Air
31.08	25.44	0.0257	0.0542	Air
31.08	25.44	0.0257	0.0543	Air
31.08	25.44	0.0255	0.0539	Air
31.08	25.44	0.0253	0.0535	Air
31.08	25.44	0.0253	0.0534	Air
31.08	25.44	0.0253	0.0534	Air
31.08	25.44	0.0253	0.0535	Air
31.08	25.44	0.0251	0.0531	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.025	0.0529	Air
31.08	25.44	0.025	0.0529	Air
31.08	25.44	0.025	0.0529	Air
31.08	25.44	0.025	0.0528	Air
31.08	25.44	0.0249	0.0526	Air
31.08	25.44	0.0249	0.0526	Air
31.08	25.44	0.0249	0.0526	Air
31.08	25.44	0.0249	0.0526	Air
31.08	25.44	0.025	0.0527	Air
31.08	25.44	0.025	0.0528	Air
31.08	25.44	0.025	0.0528	Air
31.08	25.44	0.025	0.0528	Air
31.08	25.44	0.025	0.0529	Air
31.08	25.44	0.0251	0.0529	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.0529	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.0529	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.0529	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.0531	Air
31.08	25.44	0.0251	0.0531	Air
31.08	25.44	0.0251	0.0531	Air
31.08	25.44	0.0251	0.053	Air
31.08	25.44	0.0251	0.0531	Air
31.08	25.44	0.0252	0.0532	Air
31.08	25.44	0.0252	0.0533	Air
31.08	25.44	0.0252	0.0533	Air
31.08	25.44	0.0253	0.0534	Air
31.08	25.44	0.0253	0.0534	Air
31.08	25.44	0.0255	0.0539	Air
31.08	25.44	0.0258	0.0545	Air
31.08	25.44	0.0258	0.0545	Air
31.08	25.44	0.0259	0.0546	Air
31.08	25.44	0.0259	0.0546	Air
31.08	25.44	0.0262	0.0553	Air
31.08	25.44	0.0264	0.0557	Air
31.08	25.44	0.0264	0.0559	Air
31.08	25.44	0.0264	0.0559	Air
31.08	25.44	0.0265	0.056	Air
31.08	25.44	0.0272	0.0574	Air
31.07	25.44	0.0274	0.0578	Air
31.07	25.44	0.0274	0.0579	Air
31.07	25.44	0.0275	0.058	Air
31.07	25.44	0.0275	0.0581	Air
31.07	25.44	0.0283	0.0597	Air
31.07	25.44	0.0285	0.0602	Air
31.07	25.44	0.0286	0.0604	Air
31.07	25.44	0.0286	0.0604	Air
31.06	25.44	0.0286	0.0604	Air
31.06	25.44	0.0286	0.0605	Air
31.06	25.44	0.0287	0.0606	Air
31.06	25.44	0.0287	0.0607	Air
31.06	25.44	0.0287	0.0606	Air
31.06	25.44	0.0287	0.0606	Air
31.06	25.44	0.0287	0.0607	Air
31.06	25.44	0.0288	0.0607	Air
31.06	25.44	0.0288	0.0608	Air
31.06	25.44	0.0287	0.0607	Air
31.06	25.44	0.0287	0.0605	Air
31.06	25.44	0.0287	0.0605	Air
31.06	25.44	0.0287	0.0605	Air
31.05	25.44	0.0287	0.0605	Air
31.05	25.44	0.0287	0.0605	Air
31.05	25.44	0.0287	0.0606	Air
31.05	25.44	0.0286	0.0604	Air
31.05	25.44	0.0286	0.0603	Air
31.06	25.44	0.0285	0.0602	Air
31.05	25.44	0.0285	0.0602	Air
31.05	25.44	0.0286	0.0602	Air
31.05	25.44	0.0286	0.0603	Air
31.05	25.44	0.0285	0.0601	Air
31.05	25.44	0.0283	0.0596	Air
31.05	25.44	0.0282	0.0596	Air
31.05	25.44	0.0282	0.0595	Air
31.05	25.44	0.0282	0.0595	Air
31.05	25.44	0.0282	0.0595	Air
31.05	25.44	0.0282	0.0595	Air
31.05	25.44	0.028	0.0591	Air
31.06	25.44	0.0279	0.0589	Air
31.05	25.44	0.0279	0.0587	Air
31.05	25.44	0.0278	0.0587	Air
31.05	25.44	0.0279	0.0588	Air
31.06	25.44	0.0279	0.0588	Air
31.05	25.44	0.0277	0.0586	Air
31.06	25.44	0.0276	0.0582	Air
31.06	25.44	0.0275	0.0581	Air
31.06	25.44	0.0275	0.058	Air
31.06	25.44	0.0275	0.058	Air
31.06	25.44	0.0275	0.058	Air
31.06	25.44	0.0275	0.0581	Air
31.06	25.44	0.0273	0.0577	Air
31.06	25.44	0.0272	0.0575	Air
31.06	25.44	0.0272	0.0574	Air
31.06	25.44	0.0272	0.0574	Air
31.06	25.44	0.0272	0.0574	Air
31.06	25.44	0.0272	0.0574	Air
31.06	25.44	0.0271	0.0573	Air
31.06	25.44	0.027	0.0569	Air
31.06	25.44	0.0269	0.0568	Air
31.06	25.44	0.0269	0.0568	Air
31.06	25.44	0.0269	0.0568	Air
31.06	25.44	0.0269	0.0568	Air
31.06	25.44	0.0269	0.0568	Air
31.06	25.44	0.0268	0.0565	Air
31.06	25.44	0.0267	0.0564	Air
31.07	25.44	0.0266	0.0562	Air
31.07	25.44	0.0266	0.0562	Air
31.06	25.44	0.0266	0.0562	Air
31.07	25.44	0.0266	0.0562	Air
31.07	25.44	0.0266	0.0561	Air
31.07	25.44	0.0265	0.0559	Air
31.07	25.44	0.0265	0.056	Air
31.07	25.44	0.0265	0.056	Air
31.07	25.44	0.0265	0.0559	Air
31.07	25.44	0.0264	0.0557	Air
31.07	25.44	0.0262	0.0553	Air
31.07	25.44	0.0261	0.055	Air
31.07	25.44	0.0261	0.0551	Air
31.07	25.44	0.0261	0.055	Air
31.07	25.44	0.0261	0.055	Air
31.07	25.44	0.0261	0.055	Air
31.08	25.44	0.0259	0.0546	Air
31.07	25.44	0.0258	0.0544	Air
31.07	25.44	0.0257	0.0543	Air
31.07	25.44	0.0257	0.0543	Air
31.08	25.44	0.0257	0.0543	Air
31.08	25.44	0.0257	0.0543	Air
31.08	25.44	0.0256	0.0541	Air
31.08	25.44	0.0256	0.054	Air
31.08	25.44	0.0256	0.054	Air
31.08	25.44	0.0255	0.054	Air
31.08	25.44	0.0255	0.054	Air
31.08	25.44	0.0255	0.0537	Air
31.08	25.44	0.0255	0.0537	Air
31.08	25.44	0.0254	0.0537	Air
31.08	25.44	0.0254	0.0537	Air
31.08	25.44	0.0254	0.0537	Air
31.08	25.44	0.0254	0.0535	Air
31.08	25.45	0.0248	0.0524	Air
31.08	25.45	0.0241	0.0508	Air
31.09	25.45	0.0219	0.0462	Air
31.09	25.45	0.0217	0.0459	Air
31.09	25.45	0.0217	0.0458	Air
31.09	25.45	0.0216	0.0457	Air
31.09	25.45	0.0216	0.0457	Air
31.1	25.45	0.0216	0.0457	Air
31.1	25.44	0.0215	0.0455	Air
31.1	25.45	0.0214	0.0454	Air
31.1	25.45	0.0214	0.0454	Air
31.1	25.45	0.0214	0.0453	Air
31.11	25.45	0.0214	0.0453	Air
31.11	25.45	0.0213	0.045	Air
31.1	25.45	0.0213	0.0449	Air
31.11	25.45	0.0212	0.0448	Air
31.11	25.45	0.0212	0.0448	Air
31.11	25.45	0.0212	0.0447	Air
31.11	25.45	0.0209	0.0443	Air
31.11	25.45	0.0209	0.0442	Air
31.11	25.45	0.0209	0.0442	Air
31.11	25.45	0.0209	0.0442	Air
31.11	25.45	0.0209	0.0442	Air
31.12	25.45	0.0212	0.0448	Air
31.12	25.45	0.0213	0.0451	Air
31.12	25.45	0.0213	0.0451	Air
31.12	25.45	0.0213	0.0451	Air
31.12	25.45	0.0214	0.0452	Air
31.12	25.45	0.0216	0.0456	Air
31.12	25.45	0.0216	0.0457	Air
31.12	25.45	0.0216	0.0457	Air
31.12	25.45	0.0216	0.0458	Air
31.12	25.45	0.0216	0.0457	Air
31.12	25.45	0.0218	0.0462	Air
31.12	25.45	0.0219	0.0463	Air
31.12	25.45	0.0219	0.0463	Air
31.12	25.45	0.0219	0.0463	Air
31.12	25.45	0.0219	0.0463	Air
31.12	25.45	0.022	0.0466	Air
31.12	25.45	0.0221	0.0467	Air
31.12	25.45	0.0221	0.0467	Air
31.12	25.45	0.0221	0.0467	Air
31.12	25.45	0.0221	0.0467	Air
31.12	25.45	0.0222	0.047	Air
31.12	25.45	0.0222	0.047	Air
31.12	25.45	0.0223	0.0471	Air
31.12	25.45	0.0222	0.047	Air
31.12	25.45	0.0222	0.047	Air
31.12	25.45	0.0223	0.0471	Air
31.12	25.45	0.0223	0.0471	Air
31.12	25.45	0.0223	0.0471	Air
31.12	25.45	0.0222	0.047	Air
31.12	25.45	0.0223	0.0472	Air
31.12	25.45	0.0224	0.0473	Air
31.11	25.45	0.0224	0.0473	Air
31.11	25.45	0.0224	0.0473	Air
31.11	25.45	0.0224	0.0473	Air
31.12	25.45	0.0225	0.0476	Air
31.12	25.45	0.0225	0.0477	Air
31.11	25.45	0.0225	0.0477	Air
31.11	25.45	0.0225	0.0477	Air
31.12	25.45	0.0225	0.0477	Air
