59
59
59
59
59
59
59
59
59
59
59
59
3818.00 , 0.028 ,3818.00 , 0.028 ,3818.00 , 0.028 ,3818.00 , 0.028 ,3818.00 , 0.028 ,3818.00 , 0.028 ,3818.00 , 0.028 , 0.00000 , 0.00500 , 0.00500 , -21 , -280
4153.00 , 0.028 , 0.00000 , 0.01000 , 0.01000 , -16 , -296
4412.00 , 0.028 , 0.00000 , 0.01000 , 0.01000 , -16 , -312
4670.00 , 0.028 , 0.00000 , 0.00500 , 0.00500 , -21 , -333
5006.00 , 0.028 , 0.00000 , 0.01000 , 0.01000 , -16 , -349
5264.00 , 0.028 , 0.00000 , 0.01500 , 0.01500 , -11 , -360
5496.00 , 0.028 , 0.00000 , 0.01000 , 0.01000 , -16 , -376
5754.00 , 0.028 , 0.00000 , 0.01500 , 0.01500 , -11 , -387
5986.00 , 0.028 , 0.00000 , 0.01500 , 0.01500 , -11 , -398
6217.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -400
6280.00 , 0.028 , 0.00000 , 0.02000 , 0.02000 , -2 , -402
6342.00 , 0.028 , 0.00000 , 0.01500 , 0.01500 , -12 , -414
6559.00 , 0.028 , 0.00000 , 0.02000 , 0.02000 , -7 , -421
6735.00 , 0.028 , 0.00000 , 0.02000 , 0.02000 , -7 , -428
6912.00 , 0.028 , 0.00000 , 0.02000 , 0.02000 , -7 , -435
7089.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -437
7151.00 , 0.028 , 0.00000 , 0.02000 , 0.02000 , -2 , -439
7214.00 , 0.028 , 0.00000 , 0.02000 , 0.02000 , -7 , -446
7390.00 , 0.028 , 0.00000 , 0.02000 , 0.02000 , -7 , -453
7567.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -455
7630.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -457
7692.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -459
7754.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -461
7817.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -463
7879.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -465
7942.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -467
8004.00 , 0.028 , 0.00000 , 0.02000 , 0.02000 , -2 , -469
8067.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -471
8129.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -473
8192.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -475
8254.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -477
8316.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -479
8379.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -481
8441.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -483
8504.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -485
8566.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -487
8629.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -489
8691.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -488
8730.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , 1 , -487
8769.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -486
8808.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -3 , -489
8910.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -491
8972.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , -2 , -493
9035.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -495
9097.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , -2 , -497
9159.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -496
9198.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , 1 , -495
9238.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , 1 , -494
9277.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -3 , -497
9463.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -499
9525.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , -2 , -501
9588.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -2 , -503
9650.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , -2 , -505
9713.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -504
9752.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -503
9791.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -502
9830.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , -3 , -505
9931.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -504
9970.00 , 0.028 , 0.00000 , 0.02500 , 0.02500 , 1 , -503
10009.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -502
10048.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -501
10172.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -500
10211.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -499
10250.00 , 0.028 , 0.00000 , 0.03000 , 0.03000 , 1 , -498
