 pres temp vfr mfr    comp
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0344    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.18 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0346    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0344    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0344    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0344    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0344    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0346    Air
 +031.19 +025.03 +0.0162 +0.0344    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0344    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0344    Air
 +031.19 +025.03 +0.0163 +0.0346    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0344    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0162 +0.0345    Air
 +031.19 +025.03 +0.0163 +0.0346    Air
 +031.19 +025.03 +0.0163 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0347    Air
 +031.19 +025.03 +0.0163 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0348    Air
 +031.19 +025.03 +0.0164 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0348    Air
 +031.19 +025.03 +0.0164 +0.0348    Air
 +031.19 +025.03 +0.0164 +0.0348    Air
 +031.19 +025.03 +0.0164 +0.0348    Air
 +031.19 +025.03 +0.0164 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0348    Air
 +031.19 +025.03 +0.0164 +0.0348    Air
 +031.19 +025.03 +0.0164 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0347    Air
 +031.19 +025.03 +0.0164 +0.0348    Air
 +031.19 +025.03 +0.0164 +0.0348    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0351    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0351    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0351    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0351    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0351    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0351    Air
 +031.19 +025.03 +0.0165 +0.0351    Air
 +031.19 +025.03 +0.0165 +0.0351    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0165 +0.0351    Air
 +031.19 +025.03 +0.0165 +0.0350    Air
 +031.19 +025.03 +0.0166 +0.0351    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0353    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0166 +0.0354    Air
 +031.19 +025.03 +0.0167 +0.0354    Air
