time_ms,temp_0,temp_1,temp_0-1,diff_p,abs_p,sfm3300
9192.0,831,783,48,42,253,0.0
9204.78,829,782,47,42,254,0.0
9217.15,827,779,48,43,250,0.0
9230.48,830,782,48,42,254,0.0
9243.02,827,779,48,42,252,0.0
9255.72,831,782,49,42,253,0.0
9268.3,831,782,49,42,253,0.0
9280.73,827,778,49,42,252,0.0
9293.81,831,782,49,42,254,0.0
9306.36,829,779,50,42,252,0.0
9319.21,831,780,51,41,253,0.0
9331.71,827,780,47,41,253,0.0
9344.1,823,784,39,42,253,0.0
9357.19,830,782,48,42,253,0.0
9369.73,827,778,49,42,252,0.0
9382.96,830,782,48,43,254,0.0
9395.45,827,779,48,42,252,0.0
9408.12,828,778,50,43,252,0.0
9421.61,830,781,49,42,253,0.0
9434.25,826,783,43,41,252,0.0
9447.66,831,782,49,42,254,0.0
9460.18,827,779,48,43,253,-0.0333
9472.84,830,782,48,42,254,0.0
9485.36,831,782,49,42,253,0.0
9497.75,827,779,48,42,252,0.0
9511.08,830,782,48,42,253,0.0
9523.54,826,780,46,42,253,0.0
9536.36,831,782,49,42,253,0.0
9548.85,826,779,47,41,252,0.0
9561.47,827,777,50,41,252,0.0
9574.42,830,782,48,41,253,0.0
9586.94,827,778,49,42,252,0.0
9600.14,831,782,49,41,253,0.0
9612.59,827,779,48,42,253,0.0
9625.15,828,779,49,42,252,0.0
9639.1,831,782,49,42,253,0.0
9651.51,827,778,49,42,253,0.0
9664.85,828,782,46,42,254,0.0
9677.36,827,779,48,42,252,0.0
9690.32,831,782,49,42,254,0.0
9702.78,830,782,48,43,253,0.0
9715.18,827,779,48,41,252,0.0
9728.43,831,782,49,42,253,0.0
9740.91,826,781,45,43,251,-0.0333
9753.69,831,782,49,42,253,0.0
9766.16,826,780,46,43,252,0.0
9778.74,827,779,48,42,253,0.0
9791.49,828,782,46,41,254,0.0
9804.0,827,778,49,43,252,0.0
9817.11,830,782,48,42,253,0.0
9829.69,825,779,46,41,250,0.0
9845.9,825,776,49,42,253,0.0
9858.85,824,775,49,42,251,0.0
9873.63,828,779,49,42,252,0.0
9886.52,829,781,48,43,253,0.0
9898.98,829,782,47,42,253,0.0
9911.28,828,782,46,42,254,0.0
9923.53,825,778,47,42,252,0.0
9935.97,827,779,48,42,253,0.0
9948.37,830,781,49,41,253,0.0
9961.05,829,781,48,42,253,0.0
9973.68,827,781,46,40,253,0.0
9986.18,816,775,41,41,251,0.0
9998.53,822,780,42,42,253,0.0
10010.68,825,779,46,42,250,0.0
10022.67,822,779,43,41,252,0.0
10034.7,823,780,43,42,253,-0.0333
10046.58,824,776,48,41,252,0.0
10058.4,824,780,44,41,252,0.0
10070.6,823,780,43,42,252,0.0
10082.48,819,775,44,42,251,0.0
10094.91,820,776,44,41,252,-0.0333
10107.02,825,780,45,42,253,0.0
10119.03,819,776,43,42,250,0.0
10131.87,826,780,46,42,253,0.0
10143.69,824,780,44,42,251,0.0
10155.86,824,777,47,42,251,0.0
10167.78,823,780,43,42,253,0.0
10179.54,819,775,44,41,251,0.0
10192.23,824,778,46,42,253,0.0
10204.14,824,780,44,42,253,0.0
10216.08,824,781,43,41,253,0.0
10227.96,825,780,45,43,253,0.0
10239.83,820,776,44,41,251,0.0
10252.1,824,780,44,42,253,0.0
10263.96,822,773,49,41,252,0.0
10275.93,824,781,43,42,252,0.0333
10288.16,825,780,45,42,252,0.0
10299.98,820,778,42,41,251,0.0
10312.95,824,780,44,41,253,0.0
10324.81,823,780,43,41,253,0.0
10336.75,820,775,45,43,253,0.0
10349.31,823,781,42,42,253,0.0
10361.07,820,776,44,41,252,0.0
10373.82,825,780,45,42,253,0.0
10385.68,824,780,44,42,252,0.0
10397.51,819,775,44,42,251,0.0333
10410.36,824,780,44,42,253,0.0
10422.19,824,780,44,42,253,0.0
10434.19,824,779,45,41,253,0.0
10446.07,824,780,44,41,252,0.0
10457.87,819,776,43,41,251,0.0
10470.67,825,780,45,42,253,0.0
10482.51,820,776,44,41,252,0.0
10494.5,822,779,43,42,253,0.0
10506.36,823,780,43,42,253,0.0
10518.11,820,776,44,41,251,0.0
10530.31,825,780,45,42,253,0.0
10542.21,819,776,43,41,251,0.0
10554.18,824,780,44,42,253,0.0
10566.08,825,781,44,42,253,0.0
10578.01,820,777,43,42,251,0.0
10591.08,823,778,45,41,252,0.0
10602.97,819,776,43,41,252,0.0
10614.99,825,781,44,42,253,0.0333
10627.15,825,780,45,41,253,0.0
10638.93,819,776,43,42,251,0.0
10652.08,824,780,44,42,253,0.0
10663.96,824,776,48,41,251,0.0
10675.89,821,774,47,42,250,0.0333
10688.41,831,782,49,43,253,0.0333
10700.73,825,780,45,41,252,0.0667
10713.59,829,788,41,42,253,0.1333
10726.09,827,779,48,42,251,0.2
10738.52,827,778,49,42,253,0.3333
10751.55,830,782,48,42,253,0.4
10764.1,827,778,49,42,252,0.5667
10777.4,828,782,46,42,253,0.8667
10789.93,827,779,48,42,253,1.1
10802.55,827,778,49,40,252,1.1667
10816.35,830,782,48,41,253,1.1333
10828.96,828,778,50,42,252,1.1667
10842.46,831,782,49,43,253,1.3333
10855.0,828,779,49,42,252,1.5333
10867.67,831,782,49,42,254,1.7667
10880.19,830,782,48,42,253,1.9333
10892.66,818,783,35,41,252,2.1667
10905.67,831,782,49,42,254,2.4667
10918.24,827,777,50,43,252,2.8667
10931.06,829,783,46,43,253,3.3333
10943.58,825,779,46,42,252,3.8
10956.04,827,777,50,43,252,4.2667
10969.4,830,782,48,43,254,4.7667
10981.92,827,784,43,43,253,5.3
10995.02,830,782,48,44,254,6.0667
11007.54,827,780,47,45,252,6.8333
11020.17,827,778,49,44,252,7.6667
11033.64,830,781,49,45,253,8.8333
11046.11,828,779,49,46,252,9.9
11059.55,828,779,49,49,253,11.1
11072.09,828,778,50,47,252,11.7333
11084.77,826,777,49,52,253,12.8
11098.08,830,782,48,54,254,14.1
11110.53,827,778,49,55,252,15.3333
11124.09,831,782,49,58,253,17.0
11136.61,828,779,49,61,253,18.1667
11149.29,829,782,47,62,254,19.3
11161.81,830,783,47,68,254,20.3333
11174.25,827,779,48,69,253,21.8333
11187.29,830,782,48,74,253,22.9
11200.53,826,778,48,77,252,24.5
11213.52,830,782,48,83,253,25.2
11226.04,827,777,50,84,251,26.2333
11238.61,826,778,48,87,252,27.3667
11252.0,831,781,50,90,255,28.6333
11264.52,829,778,51,93,251,29.0333
11278.08,830,782,48,96,253,30.0667
11290.64,827,778,49,96,252,30.0333
11303.3,827,777,50,102,251,30.6667
11316.66,830,781,49,102,254,31.2667
11329.15,827,777,50,104,252,31.6667
11342.59,830,781,49,107,255,31.7
11355.17,827,778,49,107,252,32.0333
11368.16,831,782,49,107,254,32.1667
11380.67,829,781,48,107,253,32.7667
11393.18,827,778,49,109,252,32.0667
11406.25,830,781,49,108,254,32.7667
11418.87,826,777,49,108,252,32.3667
11431.65,829,781,48,111,254,32.7
11444.14,827,779,48,109,252,32.6
11456.59,826,778,48,108,252,33.0
11469.36,829,782,47,110,253,32.7
11481.94,824,774,50,107,251,32.4667
11495.35,827,777,50,108,252,32.6333
11508.2,827,778,49,108,253,32.7333
11520.84,827,778,49,110,252,32.9667
11534.66,829,781,48,111,253,33.2333
11547.25,826,777,49,110,252,33.2667
11560.79,830,781,49,109,254,33.1
11573.38,827,777,50,113,253,33.1
11586.09,830,782,48,112,253,33.1
11598.8,830,782,48,110,253,33.3333
11611.28,826,778,48,109,254,33.0
11624.39,829,781,48,109,253,33.0667
11636.96,827,776,51,111,252,33.2667
11649.9,827,787,40,112,252,33.1333
11662.39,826,778,48,109,252,32.6667
11674.86,827,778,49,110,251,32.9667
11687.67,830,781,49,109,253,33.4
11700.21,827,778,49,112,252,32.8333
11713.14,830,782,48,110,253,32.7667
11725.64,827,779,48,109,252,32.9
11738.23,826,777,49,108,251,32.4667
11751.41,829,780,49,107,253,33.6667
11763.94,825,777,48,113,252,33.3667
11777.29,829,781,48,112,254,33.4333
11789.86,827,779,48,110,252,32.8667
11802.5,827,777,50,113,251,33.2
11815.94,830,782,48,111,253,32.9667
11828.44,827,778,49,109,252,32.9
11842.13,830,782,48,111,252,33.2667
11854.68,827,778,49,109,253,32.7667
11867.39,830,782,48,110,253,33.2333
11880.08,830,782,48,112,253,33.2
11892.46,827,778,49,108,252,32.8333
11905.62,830,782,48,109,253,32.7667
11918.15,827,778,49,112,252,33.0667
11930.81,831,782,49,110,254,33.3333
11943.24,827,781,46,109,252,33.1
11958.53,829,782,47,110,251,32.7
11971.32,830,781,49,113,253,33.1
11983.92,829,781,48,111,253,33.2
11996.75,828,781,47,118,253,33.0
12009.26,828,778,50,105,253,33.0667
12021.84,829,780,49,112,253,32.8
12034.8,830,780,50,111,253,33.2333
12047.37,828,781,47,110,253,33.1
12060.09,828,778,50,112,253,33.1667
12072.64,826,778,48,111,252,32.7667
12085.24,829,781,48,112,253,33.1667
12098.06,830,776,54,111,253,32.9333
12110.55,828,780,48,108,253,32.9
12123.1,829,782,47,111,253,33.0333
12135.42,827,776,51,112,252,33.0333
12147.91,828,781,47,111,252,32.8667
12160.18,828,781,47,108,253,33.7333
12172.32,825,777,48,113,252,33.1
12185.49,829,781,48,111,253,32.9
12197.88,828,777,51,110,251,32.7
12210.73,830,781,49,109,253,32.3333
12223.29,826,779,47,109,251,32.7667
12235.74,826,778,48,113,252,32.6667
12248.62,830,781,49,112,253,33.4333
12261.14,826,783,43,109,252,33.7667
12274.65,830,782,48,109,253,32.8
12287.16,826,779,47,109,252,32.8667
12299.86,828,778,50,110,252,33.1333
12313.52,830,781,49,109,253,32.9667
12326.09,828,777,51,111,252,32.6667
12340.1,830,781,49,110,253,32.6
12352.66,825,778,47,110,251,32.8667
12365.5,831,782,49,112,253,33.3
12378.07,827,779,48,111,252,33.0333
12390.69,827,778,49,109,251,33.3667
12403.55,830,781,49,112,253,33.1333
12416.11,826,777,49,111,252,33.3
12429.18,830,781,49,108,253,33.4667
12441.71,828,775,53,108,252,33.3333
12454.26,826,777,49,111,251,32.8333
12467.82,830,781,49,108,253,33.1667
12480.36,825,777,48,109,252,32.7667
12493.81,830,779,51,111,254,33.1
12506.61,825,778,47,110,252,33.4
12519.26,827,777,50,110,251,33.4667
12532.73,831,782,49,113,253,33.0
12545.7,825,778,47,113,252,33.3
12559.16,829,780,49,109,253,33.0333
12571.7,826,778,48,109,252,33.3667
12584.43,831,781,50,113,255,32.7
12597.05,830,781,49,112,253,33.4667
12609.56,827,779,48,110,252,33.2333
12622.89,830,781,49,108,254,33.0333
12635.44,828,777,51,111,251,32.6333
