"time_ms , temp_0 , temp_1 , temp_0-1 , diff_p , abs_p , sfm3300"
9241.1,830,781,49,42,253,0.0
9254.62,834,784,50,42,254,0.0
9267.19,830,781,49,42,253,0.0
9279.77,833,784,49,42,254,0.0
9292.55,832,785,47,43,254,0.0
9304.89,831,781,50,42,251,0.0
9318.35,834,785,49,42,254,0.0
9330.88,831,782,49,43,253,0.0
9343.57,831,792,39,41,254,0.0
9356.07,833,785,48,42,254,0.0
9368.49,830,781,49,42,253,0.0
9381.5,833,785,48,41,255,0.0
9394.0,829,782,47,41,253,0.0
9406.69,833,783,50,42,255,0.0
9419.14,830,781,49,42,253,0.0
9431.5,829,781,48,43,253,0.0
9444.18,835,785,50,42,254,-0.0333
9456.63,831,782,49,42,253,0.0
9469.27,835,784,51,43,255,0.0
9481.72,830,782,48,43,253,0.0
9494.11,830,780,50,42,253,0.0
9506.87,833,783,50,42,254,0.0
9519.31,831,779,52,43,254,0.0
9531.98,832,784,48,43,254,0.0
9544.4,830,782,48,42,253,0.0
9556.76,830,781,49,42,253,-0.0333
9569.44,833,785,48,42,255,0.0
9581.89,831,779,52,42,253,0.0
9594.6,829,786,43,42,254,0.0
9607.17,831,781,50,42,253,0.0
9619.81,831,782,49,41,253,0.0
9632.68,835,783,52,41,254,0.0
9645.15,830,781,49,42,253,0.0
9658.15,834,783,51,42,255,0.0
9670.58,830,782,48,42,253,0.0
9683.06,829,780,49,42,252,0.0
9696.41,834,785,49,42,255,0.0
9708.88,830,782,48,42,253,0.0
9721.99,834,784,50,41,254,0.0
9734.44,830,782,48,41,253,0.0
9747.05,830,782,48,43,253,0.0
9760.48,833,784,49,44,255,0.0
9772.86,831,781,50,42,253,0.0
9786.38,834,784,50,43,255,0.0
9798.83,830,782,48,42,253,0.0
9811.34,834,785,49,42,254,0.0
9824.11,834,784,50,43,254,0.0
9836.52,830,782,48,41,253,0.0
9849.91,833,784,49,42,254,0.0
9862.37,831,781,50,42,253,0.0
9874.99,834,785,49,42,254,-0.0333
9887.53,834,783,51,42,254,0.0
9899.94,830,779,51,42,255,0.0
9913.13,833,785,48,41,254,0.0
9925.6,829,782,47,43,253,0.0
9938.41,833,784,49,41,253,0.0
9950.83,828,782,46,42,253,0.0
9963.19,831,781,50,42,254,-0.0333
9976.02,835,785,50,42,254,0.0
9988.8,830,782,48,42,253,0.0
10001.39,834,784,50,42,254,0.0
10014.22,830,782,48,41,253,0.0
10026.95,829,788,41,41,253,0.0
10039.45,830,782,48,42,253,0.0
10051.76,828,780,48,43,253,0.0
10064.17,829,781,48,42,253,0.0
10076.56,828,782,46,42,253,0.0
10088.74,829,781,48,43,253,0.0
10102.15,828,781,47,42,253,0.0
10114.91,827,778,49,42,254,0.0
10128.31,832,783,49,42,254,0.0
10140.57,823,779,44,42,252,0.0
10152.5,832,783,49,41,254,0.0
10164.65,827,781,46,42,254,0.0
10176.37,822,777,45,42,252,0.0
10189.02,823,783,40,40,251,0.0
10200.86,828,783,45,41,252,0.0
10212.68,823,777,46,40,252,0.0
10225.18,828,778,50,41,255,0.0
10237.0,827,782,45,42,253,0.0333
10249.08,827,783,44,42,253,0.0
10260.95,827,778,49,41,255,0.0
10272.65,822,778,44,42,252,0.0
10285.52,827,783,44,42,253,0.0
10297.51,824,782,42,42,254,0.0
10309.51,823,784,39,42,254,0.0
10321.37,825,782,43,42,254,0.0
10333.25,823,784,39,42,252,0.0
10345.49,825,783,42,42,253,0.0
10357.39,827,781,46,43,253,0.0
10369.38,828,782,46,42,252,0.0
10381.54,827,782,45,42,254,0.0
10393.31,824,779,45,43,252,0.0
10406.22,827,790,37,41,253,0.0
10418.14,821,778,43,42,252,0.0
10430.1,824,783,41,42,254,0.0
10442.31,829,783,46,42,254,0.0
10454.02,824,779,45,42,252,0.0
10466.92,825,783,42,42,253,0.0
10478.81,827,783,44,42,252,0.0
10490.56,824,779,45,42,252,0.0
10503.38,828,781,47,42,254,0.0
10515.19,821,778,43,41,252,0.0
10527.53,827,783,44,42,254,-0.0333
10539.39,828,783,45,41,254,0.0
10551.13,819,777,42,41,251,0.0
10563.76,824,781,43,42,254,0.0
10575.7,823,779,44,41,253,0.0
10587.76,827,783,44,42,253,0.0333
10599.65,828,783,45,42,254,0.0
10611.46,822,778,44,41,252,0.0
10623.75,827,782,45,42,254,0.0
10635.63,822,778,44,42,252,0.0
10647.59,823,779,44,43,254,0.0
10659.5,826,782,44,42,253,0.0
10671.18,823,777,46,42,252,0.0
10684.13,824,783,41,42,253,0.0
10696.02,827,780,47,42,252,0.0
10707.79,823,778,45,42,252,0.0
10720.56,828,783,45,43,253,0.0
10732.34,821,778,43,42,252,0.0
10744.62,826,782,44,42,253,0.0
10756.58,826,783,43,41,253,0.0
10768.37,822,779,43,42,252,0.0
10781.23,827,783,44,40,254,0.0
10793.14,824,779,45,42,253,0.0
10805.14,825,783,42,42,254,0.0
10817.11,825,782,43,42,252,0.0
10829.13,822,778,44,41,252,0.0
10841.35,827,781,46,42,254,0.0
10853.3,829,780,49,42,253,0.0
10865.89,829,781,48,42,253,0.0
10879.3,834,785,49,42,253,-0.0333
10891.79,828,780,48,42,253,0.0
10905.33,835,783,52,42,254,0.0
10917.91,834,784,50,42,253,0.0
10930.53,828,781,47,41,253,0.0
10944.17,833,783,50,42,254,0.0
10956.71,829,780,49,42,253,0.0
10969.9,830,779,51,41,253,0.0
10982.85,832,784,48,43,253,0.0
10995.61,833,784,49,42,254,0.0
11008.36,832,784,48,42,254,0.0
11020.87,830,780,50,42,253,0.0
11033.84,833,783,50,42,252,0.0
11046.45,830,781,49,42,253,0.0
11059.17,831,784,47,42,254,0.0
11071.68,831,784,47,43,256,0.0
11084.22,830,781,49,42,253,0.0
11097.22,830,784,46,43,254,0.0
11109.82,830,784,46,42,254,0.0
11122.52,833,783,50,42,254,0.0
11135.36,832,782,50,42,253,0.0
11147.9,827,780,47,42,252,0.0
11160.99,832,784,48,44,254,0.0
11173.55,832,784,48,42,253,0.0
11186.39,833,782,51,42,254,0.0
11199.13,832,784,48,41,254,0.0
11211.64,829,781,48,42,253,0.0
11224.61,833,784,49,42,253,0.0
11237.23,833,783,50,41,254,0.0
11249.94,831,784,47,43,255,0.0
11262.77,832,784,48,42,254,0.0
11275.25,828,780,48,42,253,0.0
11288.17,833,784,49,41,254,0.0
11300.75,833,783,50,42,254,0.0
11313.51,830,784,46,42,254,0.0
11326.34,832,784,48,42,254,0.0
11338.81,830,781,49,42,253,0.0
11351.99,830,784,46,42,254,0.0
11364.57,832,783,49,42,254,0.0
11377.39,833,784,49,42,253,0.0
11390.04,832,784,48,42,254,-0.0333
11402.58,829,780,49,42,253,0.0
11415.53,833,784,49,42,254,0.0
11428.1,832,783,49,42,254,0.0
11440.81,833,783,50,43,254,0.0
11453.69,832,783,49,43,254,0.0
11466.21,829,781,48,43,252,0.0
11479.28,832,784,48,42,254,0.0
11491.88,834,783,51,42,253,0.0
11504.63,832,784,48,42,254,0.0
11517.44,831,782,49,43,253,0.0
11529.97,829,780,49,42,253,0.0
11542.96,833,785,48,42,254,0.0
11555.56,832,784,48,42,253,0.0
11568.38,833,784,49,42,254,0.0
11581.1,830,783,47,42,253,0.0
11593.63,829,780,49,42,252,0.0
11606.63,833,782,51,41,254,0.0
11619.2,831,783,48,42,253,0.0
11631.87,832,783,49,41,254,0.0
11644.7,831,784,47,42,252,0.0
11657.2,829,780,49,41,252,0.0
11670.29,832,784,48,42,254,0.0
11683.14,831,783,48,42,254,0.0
11695.89,833,784,49,42,254,0.0
11708.67,832,784,48,42,253,0.0
11721.18,829,780,49,41,253,0.0
11734.14,832,783,49,42,254,0.0
11746.74,832,784,48,43,254,0.0
11759.5,831,784,47,42,254,-0.0333
11772.27,832,784,48,42,254,0.0
11784.8,829,780,49,41,253,0.0
11797.82,832,784,48,41,254,0.0
11810.42,832,783,49,42,254,0.0
11823.06,834,784,50,42,254,0.0
11835.89,830,784,46,41,254,0.0
11848.44,828,780,48,41,253,-0.0333
11861.48,832,784,48,42,254,0.0
11874.08,832,783,49,42,254,0.0
11886.77,833,784,49,42,254,0.0
11899.59,830,784,46,42,254,0.0
11912.13,830,780,50,43,252,0.0
11925.3,830,782,48,41,253,0.0
11937.88,832,783,49,42,254,0.0
11950.63,832,783,49,43,254,0.0
11963.41,829,780,49,41,252,0.0
11975.86,830,781,49,43,253,0.0
11988.61,831,789,42,41,254,0.0
12001.16,829,781,48,41,253,0.0
12013.86,829,781,48,42,253,0.0
12026.47,829,781,48,43,254,0.0
12038.9,830,780,50,42,253,0.0
12051.64,832,784,48,41,254,0.0
12064.24,829,780,49,42,253,0.0
12077.31,832,784,48,41,254,0.0
12089.77,830,781,49,42,252,0.0
12102.33,829,779,50,42,252,0.0
12115.77,831,788,43,41,254,0.0
12128.32,829,781,48,42,252,0.0
12141.69,832,783,49,42,254,0.0
12154.22,829,781,48,42,253,0.0
12166.85,827,779,48,42,253,0.0
12179.93,831,784,47,42,254,0.0
12192.33,829,781,48,42,253,0.0
12205.69,831,786,45,43,254,0.0
12218.3,829,781,48,42,253,0.0
12230.97,831,782,49,42,253,0.0
12243.94,832,784,48,42,254,0.0
12256.44,829,781,48,42,253,0.0
12269.57,833,783,50,41,254,0.0
12282.09,828,781,47,43,254,0.0
12294.79,832,779,53,42,254,0.0
12307.37,830,781,49,41,253,0.0
12319.84,829,780,49,43,252,-0.0333
12332.61,832,783,49,42,253,0.0
12345.16,829,780,49,42,253,0.0
12358.33,832,784,48,41,254,0.0
12370.98,829,781,48,41,253,0.0
12383.59,825,779,46,42,252,0.0
12397.12,833,784,49,43,254,0.0
12409.65,828,781,47,42,253,0.0
12423.16,832,784,48,42,254,0.0
12435.69,829,781,48,42,253,0.0
12448.31,833,784,49,43,254,0.0
12461.13,832,784,48,42,254,0.0
12473.42,831,780,51,42,251,0.0
12486.77,831,784,47,43,254,0.0
12499.3,829,781,48,41,252,0.0
12511.98,832,779,53,42,254,0.0
12524.48,830,781,49,41,253,0.0
12537.04,829,781,48,42,252,0.0
12549.8,832,783,49,43,253,0.0
12562.35,828,780,48,41,252,0.0
12575.72,831,783,48,41,254,0.0
12588.28,829,781,48,41,253,0.0
