"time_ms , temp_0 , temp_1 , temp_0-1 , diff_p , abs_p , sfm3300"
3260.75,822,778,44,41,251,0.0
3276.23,829,783,46,42,253,0.0
3288.08,827,782,45,41,253,0.0
3299.89,821,776,45,41,252,0.0
3312.79,821,783,38,41,253,0.0
3324.7,818,773,45,41,250,0.0
3336.91,817,775,42,41,250,0.0
3349.21,823,777,46,41,251,0.0
3361.15,822,779,43,42,251,0.0
3373.02,821,777,44,42,253,0.0
3384.89,823,775,48,41,250,0.0
3396.92,820,776,44,42,251,0.0
3410.13,825,783,42,40,253,0.0
3422.1,824,779,45,41,252,0.0
3435.1,827,783,44,42,253,0.0
3447.22,830,780,50,41,253,0.0
3465.76,835,784,51,42,254,0.0
3478.3,833,784,49,42,254,0.0
3490.77,831,782,49,42,253,0.0
3503.7,835,785,50,42,254,0.0
3516.24,831,780,51,42,253,0.0
3529.82,833,785,48,42,253,0.0
3542.36,834,785,49,42,254,0.0
3554.91,832,781,51,41,253,0.0
3568.61,835,783,52,42,254,0.0
3581.22,826,781,45,41,252,0.0
3594.22,834,784,50,42,254,0.0
3606.78,834,783,51,42,254,0.0
3619.5,835,785,50,41,255,0.0
3632.07,833,784,49,44,254,0.0
3644.56,831,781,50,41,253,0.0
3657.47,834,785,49,43,254,0.0
3670.02,833,784,49,43,253,0.0
3682.73,833,784,49,42,254,0.0
3695.31,833,784,49,42,254,0.0
3707.74,825,783,42,41,253,0.0
3720.62,832,784,48,43,254,0.0
3733.16,833,784,49,42,254,0.0
3745.89,834,784,50,42,254,0.0
3758.46,833,785,48,43,254,0.0
3770.93,831,781,50,41,253,0.0
3783.83,834,783,51,42,254,0.0
3796.41,829,779,50,42,254,0.0
3809.21,834,785,49,42,254,0.0
3821.65,832,782,50,41,253,0.0
3834.09,829,791,38,42,254,0.0
3846.83,833,784,49,42,254,0.0
3859.38,831,780,51,42,253,0.0
3872.41,835,785,50,43,254,0.0
3884.88,835,782,53,42,253,0.0
3903.71,834,785,49,42,254,0.0
3916.2,830,784,46,42,254,0.0
3928.76,831,781,50,42,253,0.0
3941.67,836,780,56,42,254,0.0
3954.22,829,780,49,42,253,0.0
3967.35,833,783,50,42,254,0.0
3979.65,830,782,48,41,253,0.0
3991.97,829,780,49,43,253,0.0
4005.15,833,784,49,41,254,0.0
4017.49,831,780,51,42,253,0.0
4030.47,829,781,48,42,254,0.0
4042.8,832,785,47,42,254,0.0
4055.08,831,781,50,41,253,0.0
4068.21,835,783,52,42,255,0.0
4080.69,831,782,49,42,253,0.0
4093.91,833,785,48,42,254,0.0
4106.4,831,782,49,43,253,-0.0333
4119.04,829,779,50,42,252,0.0
4132.79,832,784,48,42,254,0.0
4145.43,830,782,48,43,253,-0.0333
4158.47,840,783,57,42,254,0.0
4170.72,829,781,48,42,253,0.0
4183.12,832,784,48,42,253,0.0
4195.4,828,782,46,42,253,0.0
4207.88,828,781,47,43,253,0.0
4220.47,833,784,49,42,254,-0.0333
4232.81,831,784,47,41,254,0.0
4245.3,833,783,50,42,253,0.0
4257.68,833,784,49,42,254,0.0
4270.16,830,780,50,42,253,0.0
4283.11,834,784,50,42,255,0.0
4295.63,834,784,50,42,254,0.0
4308.47,835,781,54,42,254,0.0
4321.04,828,784,44,44,252,0.0
4333.52,830,782,48,42,253,0.0
4346.54,833,781,52,41,253,0.0
4359.03,831,782,49,41,253,0.0
4371.65,835,785,50,42,255,0.0
4384.1,830,782,48,42,253,0.0
4396.52,830,782,48,42,252,0.0
4409.31,833,785,48,42,252,0.0
4421.73,832,779,53,42,253,0.0
4434.49,834,785,49,42,254,0.0
4446.96,831,784,47,42,254,0.0
4459.35,831,781,50,41,253,0.0
4472.0,834,785,49,41,253,0.0
4484.44,831,780,51,43,254,0.0
4497.16,835,784,51,41,255,0.0
4509.63,830,783,47,42,253,0.0
4521.92,830,781,49,42,253,0.0
4534.75,829,776,53,42,253,0.0
4549.37,831,782,49,42,253,0.0
4563.04,832,784,48,43,254,0.0
4575.39,833,783,50,43,254,0.0
4587.91,833,785,48,41,254,0.0
4600.59,833,783,50,42,254,0.0
4612.87,829,780,49,43,252,0.0
4625.76,834,785,49,43,254,0.0
4638.12,832,784,48,43,253,0.0
4650.54,833,785,48,42,254,0.0
4663.15,833,785,48,42,253,0.0
4675.53,831,781,50,42,253,0.0
4688.83,835,783,52,42,254,-0.0333
4701.35,833,784,49,42,254,0.0
4714.01,834,785,49,42,254,0.0
4726.91,830,785,45,43,254,0.0
4739.28,831,781,50,43,253,0.0
4752.24,835,783,52,42,255,0.0
4764.77,833,784,49,43,254,0.0
4777.57,835,784,51,42,254,0.0
4790.12,832,784,48,42,254,0.0
4802.57,828,779,49,43,252,0.0
4815.94,834,782,52,42,253,0.0
4828.53,830,781,49,42,253,0.0
4841.19,833,785,48,41,254,0.0
4853.63,831,782,49,42,252,0.0
4866.02,830,781,49,43,254,0.0
4878.74,834,783,51,41,254,0.0
4891.2,831,780,51,42,253,0.0
4903.91,835,783,52,41,254,0.0
4916.44,828,782,46,42,253,0.0
4928.82,830,782,48,42,253,0.0
4941.69,834,783,51,41,254,0.0
4954.16,830,781,49,41,253,0.0
4967.34,834,783,51,42,254,0.0
4979.78,828,779,49,42,253,0.0
4992.34,829,780,49,42,253,0.0
5005.58,835,785,50,40,254,0.0
5018.09,830,782,48,42,254,0.0
5031.3,834,785,49,42,254,0.0
5043.74,832,782,50,42,253,0.0
5056.23,831,782,49,42,253,0.0
5069.72,834,783,51,42,254,0.0
5082.12,830,780,50,42,253,0.0
5095.61,835,784,51,42,254,0.0
5108.14,831,782,49,43,254,0.0
5120.65,834,786,48,42,254,0.0
5133.38,832,785,47,42,254,0.0
5145.7,830,781,49,41,253,0.0
5159.12,834,785,49,43,254,0.0
5171.55,828,779,49,43,253,0.0
5184.25,830,787,43,42,254,-0.0333
5196.82,834,784,50,43,253,0.0
5209.17,831,781,50,43,253,0.0
5222.0,832,785,47,43,254,0.0
5234.43,832,782,50,42,253,0.0
5247.04,835,783,52,42,254,0.0
5259.53,835,785,50,42,254,0.0
5271.81,830,781,49,43,253,0.0
5284.78,831,785,46,42,254,0.0
5297.3,829,782,47,42,253,0.0
5310.05,833,785,48,42,255,0.0
5322.45,830,782,48,42,253,0.0333
5334.89,828,781,47,43,253,0.0
5347.69,832,784,48,42,254,0.0
5360.16,830,779,51,42,253,0.0
5372.82,835,784,51,42,254,0.0
5385.26,829,782,47,42,253,0.0
5397.65,830,781,49,42,254,0.0
5410.57,833,784,49,42,254,0.0
5423.02,831,781,50,42,253,0.0
5436.14,834,785,49,42,254,0.0
5448.6,830,782,48,42,254,0.0
5461.08,829,780,49,42,253,0.0
5474.51,834,784,50,42,253,0.0
5487.0,830,781,49,42,253,0.0
5500.07,834,783,51,42,254,0.0
5512.51,831,782,49,41,253,0.0333
5525.05,832,782,50,41,253,0.0
5538.45,833,784,49,42,254,0.0
5550.86,831,782,49,42,253,0.0
5564.4,833,784,49,41,254,0.0
5576.94,832,781,51,43,253,0.0
5589.42,834,785,49,42,253,0.0
5602.18,832,784,48,42,254,0.0
5614.52,831,781,50,42,253,0.0
5628.03,833,785,48,41,254,0.0
5640.5,831,782,49,43,253,0.0
5653.11,832,785,47,43,253,0.0
5665.57,833,785,48,42,254,0.0
5677.96,830,781,49,42,253,0.0
5690.95,833,785,48,43,254,0.0
5703.42,827,781,46,42,254,0.0
5716.15,833,785,48,42,254,0.0
5728.59,830,782,48,42,253,0.0
5741.01,831,782,49,42,253,0.0
5754.04,834,783,51,42,254,0.0
5766.6,830,781,49,43,253,0.0
5780.18,833,784,49,42,254,0.0
5792.71,832,782,50,42,254,0.0
5805.23,830,782,48,43,253,0.0
5818.8,833,783,50,41,254,0.0
5831.23,832,780,52,43,255,0.0
5844.8,831,784,47,42,254,0.0
5857.46,829,781,48,41,253,0.0
5870.06,833,784,49,43,254,0.0333
5882.89,833,784,49,43,254,-0.0333
5895.33,830,781,49,42,253,0.0
5908.61,834,783,51,41,254,0.0
5921.13,829,782,47,42,253,0.0
5933.99,833,782,51,42,253,0.0
5946.49,830,780,50,42,252,0.0
5958.83,831,782,49,43,253,0.0
5971.81,833,785,48,41,254,0.0
5984.33,829,781,48,42,253,0.0
5997.6,834,785,49,42,255,0.0
6010.11,830,782,48,42,253,0.0
6022.67,831,780,51,42,253,0.0
6036.13,834,785,49,42,254,0.0
6048.56,830,780,50,42,253,0.0
6062.12,833,783,50,42,254,0.0
6074.65,830,780,50,42,253,0.0
6087.22,834,783,51,41,255,0.0
6100.0,832,785,47,42,254,0.0
6112.41,831,779,52,42,252,0.0
6125.41,833,783,50,43,254,0.0
6137.92,824,784,40,42,253,0.0
6150.74,835,783,52,43,254,0.0
6163.22,830,779,51,41,253,0.0
6175.74,829,782,47,41,253,0.0
6188.57,834,784,50,42,254,0.0
6201.09,831,781,50,42,253,0.0
6214.3,834,785,49,42,255,0.0
6226.87,828,781,47,41,253,0.0
6239.4,831,780,51,42,253,0.0
6252.87,834,784,50,42,254,0.0
6265.35,831,781,50,42,253,0.0
6278.95,834,785,49,43,254,0.0
6291.48,830,782,48,41,253,0.0
6304.07,832,783,49,42,254,0.0
6316.92,833,783,50,41,254,0.0
6329.34,830,781,49,41,253,0.0
6342.3,834,784,50,42,254,0.0
6354.82,832,781,51,41,253,0.0
6367.74,835,784,51,42,255,0.0
6380.24,831,781,50,41,253,0.0
6392.7,831,782,49,42,253,0.0
6405.74,834,785,49,41,254,0.0
6418.33,830,781,49,43,253,0.0
6431.54,834,785,49,42,254,0.0
6444.04,831,776,55,42,253,0.0
6456.69,830,780,50,41,253,0.0
6470.14,833,784,49,42,254,0.0
6482.55,830,782,48,43,253,0.0
6496.12,834,784,50,42,254,0.0
6508.68,829,780,49,42,253,0.0
6521.23,834,786,48,42,254,0.0
6534.02,832,785,47,42,253,0.0
6546.47,830,782,48,42,253,0.0
6559.43,834,784,50,42,254,0.0
6571.92,831,782,49,41,253,0.0
6584.79,833,783,50,42,255,0.0
6597.36,831,782,49,42,253,0.0
6609.98,831,781,50,42,252,0.0
6623.14,834,784,50,42,254,0.0
6635.67,831,780,51,42,253,0.0
6649.01,833,783,50,42,254,0.0
6661.51,830,782,48,42,253,0.0
6674.45,830,781,49,42,253,0.0
6688.27,830,782,48,42,254,0.0
6702.15,832,781,51,42,253,0.0
6715.63,832,781,51,42,253,0.0
6728.3,831,782,49,42,253,0.0
6740.94,831,782,49,42,253,0.0
6753.42,831,782,49,42,254,0.0
6766.04,831,782,49,41,253,0.0
6778.61,830,782,48,42,252,0.0
6792.14,831,781,50,41,253,0.0
6805.65,823,779,44,42,252,0.0
6818.62,827,782,45,42,253,-0.0333
6830.6,826,779,47,41,252,0.0
6842.53,827,783,44,41,254,0.0
6854.37,822,777,45,42,252,0.0
6867.15,822,775,47,42,250,0.0
6879.36,827,782,45,43,253,0.0
6891.43,828,783,45,42,254,0.0
6903.62,828,783,45,42,253,0.0
6915.46,824,780,44,42,252,0.0
6928.5,827,783,44,43,254,0.0
6940.4,827,782,45,42,253,0.0
6952.42,823,778,45,41,253,0.0
6964.86,827,783,44,42,253,0.0
6976.65,823,780,43,42,252,0.0
6989.65,827,783,44,42,254,0.0
7001.55,826,783,43,43,253,0.0
7013.45,822,778,44,42,253,0.0
7026.22,830,782,48,41,254,0.0
7037.97,828,783,45,42,253,0.0
7050.14,824,782,42,42,254,0.0
7062.04,828,782,46,42,254,0.0
7073.77,823,779,44,42,252,0.0
7086.74,827,783,44,41,253,0.0
7098.66,826,782,44,42,253,0.0
7110.64,828,779,49,41,252,0.0
7122.53,828,782,46,41,253,0.0
7134.33,820,778,42,41,252,0.0
7146.8,831,778,53,41,255,0.0
7158.74,827,782,45,42,253,0.0
7170.76,826,783,43,42,254,0.0
7182.95,823,783,40,41,252,0.0
7194.83,823,778,45,42,253,0.0
7207.84,827,783,44,41,253,0.0
7219.75,827,783,44,41,253,0.0
7231.74,822,778,44,43,253,0.0
7244.21,827,782,45,41,253,0.0
7255.97,823,779,44,42,252,0.0
7269.03,825,784,41,41,253,0.0
7280.96,828,781,47,41,253,0.0
7292.84,822,778,44,41,252,0.0
7305.64,827,782,45,42,254,0.0
7317.45,824,782,42,41,254,0.0
7329.57,827,783,44,42,253,0.0
7341.47,828,781,47,41,253,0.0
7353.27,823,779,44,41,252,0.0
7366.23,825,783,42,42,253,0.0
7378.17,827,782,45,43,253,0.0
7390.16,828,783,45,42,254,0.0
7402.07,828,783,45,42,253,0.0
7413.9,822,777,45,41,252,0.0
7426.25,827,784,43,41,254,0.0
7438.19,827,782,45,41,253,0.0
7450.25,828,783,45,41,254,0.0
7462.47,827,783,44,41,253,0.0
7474.27,820,779,41,41,252,0.0
7487.33,826,784,42,42,253,0.0
7499.24,826,782,44,42,254,0.0
7511.15,831,781,50,43,253,0.0
7524.93,833,781,52,41,254,0.0
7537.43,828,779,49,42,253,0.0
7551.22,835,784,51,42,254,0.0
7563.84,833,784,49,42,253,0.0
7576.53,830,781,49,42,253,0.0
7590.11,834,785,49,40,254,0.0
7602.73,831,781,50,41,253,0.0
7615.73,831,783,48,42,254,0.0
7628.31,834,784,50,43,254,0.0
7641.04,834,783,51,42,254,0.0
7653.7,833,784,49,42,254,0.0
7666.17,829,781,48,41,253,0.0
7679.11,832,784,48,42,254,0.0
7691.64,834,784,50,43,254,0.0
7704.32,829,785,44,42,254,0.0
7717.07,833,785,48,41,254,0.0
7729.53,830,781,49,42,252,0.0
7742.44,834,784,50,41,254,0.0
7754.97,833,784,49,42,254,0.0
7767.72,836,785,51,41,254,0.0
7780.35,831,781,50,43,254,0.0
7792.8,829,781,48,42,253,0.0
7805.69,834,784,50,41,254,0.0
7818.4,833,784,49,43,254,0.0
7831.09,834,785,49,43,254,0.0
7843.86,832,785,47,42,254,0.0
7856.27,830,781,49,42,253,0.0
7869.25,835,784,51,42,254,0.0
7881.78,833,784,49,42,254,0.0
7894.41,834,785,49,43,255,0.0
7907.24,833,784,49,42,254,0.0
7919.73,830,783,47,42,253,0.0
7932.59,833,784,49,41,254,0.0
7945.12,833,783,50,43,254,0.0
7957.85,834,783,51,42,254,0.0
7970.49,832,782,50,42,254,0.0
7982.96,830,782,48,42,253,0.0
7995.87,834,783,51,43,254,0.0
8008.4,834,783,51,42,254,0.0
8021.09,832,784,48,42,254,0.0
8033.75,832,784,48,42,253,0.0
8046.25,829,775,54,42,255,0.0
8059.32,835,785,50,41,255,0.0
8071.83,833,785,48,42,254,0.0
8084.54,833,783,50,42,253,0.0
8097.18,831,784,47,42,254,0.0
8109.64,831,781,50,42,253,0.0
8122.53,834,783,51,42,255,0.0
8135.05,833,784,49,42,254,0.0
8147.76,833,784,49,42,254,0.0
8160.41,833,785,48,42,254,0.0
8172.83,831,777,54,41,253,0.0
8185.77,832,785,47,42,254,-0.0333
8198.37,832,784,48,42,254,0.0
8211.04,831,782,49,41,254,0.0
8223.95,834,783,51,42,254,0.0
8236.57,829,782,47,42,253,0.0
8249.91,834,785,49,42,254,0.0
8262.48,832,784,48,42,254,0.0
8275.23,831,784,47,42,254,0.0
8287.86,833,783,50,43,253,0.0
8300.32,831,781,50,43,254,0.0
8313.34,834,784,50,41,253,0.0
8325.89,832,785,47,42,254,0.0
8338.57,833,783,50,42,254,0.0
8351.35,834,785,49,43,254,0.0
8363.98,830,782,48,42,253,0.0
8377.01,833,783,50,42,254,0.0
8389.52,833,784,49,42,255,0.0
8402.24,834,785,49,41,254,-0.0333
8414.94,830,784,46,43,254,0.0
8427.43,831,781,50,43,253,0.0
8440.3,834,785,49,41,254,0.0
8452.82,833,783,50,43,254,0.0
8465.51,833,785,48,42,254,0.0
8478.21,832,784,48,41,254,0.0
8490.61,831,781,50,41,252,0.0
8503.5,833,783,50,42,254,0.0
8516.06,833,784,49,42,254,0.0
8528.78,834,785,49,41,254,0.0
8541.4,833,785,48,43,254,0.0
8553.89,830,781,49,41,253,0.0
8566.88,833,783,50,42,254,0.0
8579.41,832,784,48,41,254,0.0
8592.12,834,785,49,42,255,0.0
8604.79,828,784,44,42,256,0.0333
8617.31,831,781,50,41,253,0.0
8630.28,833,784,49,42,254,0.0
8642.85,835,785,50,42,253,0.0
8655.51,834,784,50,42,254,0.0
8668.34,832,783,49,43,253,0.0
8680.88,831,781,50,42,253,0.0
8693.88,839,783,56,42,254,0.0
8706.45,833,784,49,41,254,0.0
8719.16,835,785,50,42,254,0.0
8731.88,833,784,49,42,253,0.0
8744.33,831,781,50,42,253,0.0
8757.3,834,784,50,42,254,0.0
8769.83,833,784,49,43,254,0.0
8782.49,834,783,51,41,254,0.0
8795.21,834,784,50,42,254,0.0
8807.6,829,781,48,42,253,0.0
8820.54,835,778,57,43,254,0.0
8833.07,831,779,52,43,253,0.0
8845.77,834,783,51,42,253,0.0
8858.43,829,782,47,42,253,0.0
8870.8,830,781,49,42,253,0.0
8883.64,833,785,48,42,255,0.0
8896.18,827,780,47,42,252,0.0
8909.48,835,784,51,42,254,-0.0333
8921.99,831,782,49,42,253,0.0
8934.66,829,781,48,42,253,0.0
8948.31,834,785,49,41,254,0.0
8960.81,829,782,47,42,253,0.0
8974.38,834,783,51,43,254,0.0
8986.96,830,782,48,42,253,0.0
8999.5,834,783,51,42,255,0.0
9012.29,831,784,47,42,254,0.0
9024.61,831,781,50,42,253,0.0
9038.07,834,783,51,42,254,0.0
9050.57,831,781,50,43,253,0.0
9063.2,834,782,52,40,253,0.0
9075.72,833,784,49,41,254,0.0
9088.13,830,781,49,42,253,0.0333
9101.08,832,783,49,42,254,0.0
9113.62,830,782,48,41,253,0.0
9126.5,841,783,58,42,255,0.0
9138.97,832,782,50,42,253,0.0
9151.38,830,782,48,41,253,0.0
9164.21,832,785,47,42,254,0.0
9176.82,830,781,49,42,253,0.0
9190.05,831,785,46,42,254,0.0
9202.57,831,782,49,42,253,0.0
9215.13,825,776,49,43,252,-0.0333
9228.66,834,784,50,41,254,0.0
